NO_OF_FRAMES	6248
NO_OF_CAMERAS	9
NO_OF_BODIES	2
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-05, 22:05:52.243	27356.83166420
DATA_INCLUDED	6D
BODY_NAMES	drone	hunter
BODY_FILTERS	No filter	No filter
TRANSLATION_ORIGIN	Global	Global	
ROTATION_ORIGIN	Global	Global	
Frame	Time	drone X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		hunter X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
977	9.76000	-1083.55882	-689.03230	1282.51017	-1.04731	-13.76325	-23.85197	0.37902	0.88833	-0.40033	0.22495	0.39276	0.91620	0.07947	-0.23791	0.01775	0.97112		2472.63811	-2933.52369	387.02341	0.85087	0.75534	-54.69161	1.20797	0.57793	-0.81585	-0.01974	0.81598	0.57807	-0.00217	0.01318	-0.01485	0.99980	
978	9.77000	-1085.20119	-688.75365	1281.30404	-1.00897	-14.09302	-24.14730	0.40258	0.88503	-0.40511	0.22936	0.39677	0.91411	0.08353	-0.24350	0.01708	0.96975		2475.10821	-2930.88785	386.92381	1.02897	1.00845	-54.59275	1.34261	0.57929	-0.81474	-0.02483	0.81493	0.57955	-0.00394	0.01760	-0.01796	0.99968	
979	9.78000	-1086.76375	-688.43077	1280.11311	-0.95987	-14.42905	-24.45776	0.39014	0.88155	-0.41016	0.23373	0.40096	0.91187	0.08790	-0.24918	0.01622	0.96832		2477.38849	-2927.91485	386.92850	0.93508	0.93008	-54.05907	1.15609	0.58687	-0.80936	-0.02274	0.80952	0.58709	-0.00356	0.01623	-0.01632	0.99974	
980	9.79000	-1088.24677	-688.00123	1278.90466	-0.88973	-14.79613	-24.74807	0.37196	0.87804	-0.41498	0.23840	0.40475	0.90971	0.09279	-0.25538	0.01501	0.96672		2478.92027	-2924.02903	387.19370	-0.52721	-0.04365	-53.80995	1.29275	0.59047	-0.80702	0.00788	0.80706	0.59045	-0.00482	-0.00076	0.00920	0.99996	
981	9.80000	-1089.66482	-687.53881	1277.62592	-0.80546	-15.17897	-25.02438	0.38364	0.87452	-0.41963	0.24318	0.40825	0.90760	0.09801	-0.26183	0.01357	0.96502		2482.07524	-2922.01166	387.02984	1.00478	0.77843	-53.67986	1.06880	0.59224	-0.80546	-0.02217	0.80565	0.59240	-0.00056	0.01359	-0.01753	0.99975	
982	9.81000	-1091.04475	-686.97139	1276.40954	-0.72995	-15.56927	-25.29079	0.37166	0.87097	-0.42409	0.24810	0.41154	0.90554	0.10314	-0.26840	0.01227	0.96323		2484.58415	-2918.86238	386.98676	0.78672	0.94862	-53.62768	1.14129	0.59295	-0.80497	-0.02087	0.80507	0.59316	-0.00519	0.01656	-0.01373	0.99977	
983	9.82000	-1092.29879	-686.30340	1274.99312	-0.61827	-15.99498	-25.54032	0.43344	0.86735	-0.42844	0.25326	0.41445	0.90351	0.10906	-0.27555	0.01037	0.96123		2487.12364	-2915.73772	386.86021	0.77756	1.09111	-53.23417	1.46866	0.59844	-0.80086	-0.02227	0.80094	0.59870	-0.00713	0.01904	-0.01357	0.99973	
984	9.83000	-1093.40246	-685.46291	1273.61559	-0.51516	-16.38407	-25.83907	0.41962	0.86347	-0.43354	0.25778	0.41815	0.90109	0.11484	-0.28207	0.00863	0.95935		2489.50138	-2912.32603	386.91108	0.52887	0.88367	-52.86313	1.13526	0.60365	-0.79708	-0.01667	0.79710	0.60381	-0.00672	0.01542	-0.00923	0.99984	
985	9.84000	-1094.33673	-684.76484	1272.20776	-0.39339	-16.77420	-26.05161	0.39714	0.86017	-0.43739	0.26229	0.42049	0.89925	0.12058	-0.28860	0.00657	0.95743		2492.04318	-2909.12482	386.78882	0.36804	0.90115	-52.68301	1.02751	0.60615	-0.79522	-0.01464	0.79520	0.60629	-0.00861	0.01573	-0.00642	0.99986	
986	9.85000	-1095.28275	-683.94448	1270.83562	-0.29506	-17.11251	-26.26191	0.38168	0.85708	-0.44111	0.26615	0.42289	0.89744	0.12558	-0.29425	0.00492	0.95572		2494.58668	-2906.11535	386.67451	0.49310	1.03626	-52.41208	1.19087	0.60988	-0.79229	-0.01785	0.79229	0.61008	-0.00908	0.01809	-0.00860	0.99980	
987	9.86000	-1096.10560	-683.14787	1269.49477	-0.18867	-17.36007	-26.45977	0.39288	0.85447	-0.44469	0.26859	0.42527	0.89568	0.13000	-0.29838	0.00314	0.95444		2497.10357	-2903.14178	386.69590	0.57378	0.87197	-52.09840	1.17216	0.61424	-0.78893	-0.01725	0.78898	0.61440	-0.00586	0.01522	-0.01001	0.99983	
988	9.87000	-1096.80319	-682.25930	1268.20699	-0.08797	-17.60846	-26.64564	0.40002	0.85192	-0.44806	0.27107	0.42746	0.89400	0.13429	-0.30251	0.00146	0.95314		2499.47960	-2899.83050	386.74848	0.32860	0.82890	-51.86305	0.98378	0.61748	-0.78647	-0.01344	0.78645	0.61760	-0.00784	0.01447	-0.00573	0.99988	
989	9.88000	-1097.46249	-681.26227	1266.96597	0.00341	-17.80284	-26.85135	0.40875	0.84946	-0.45169	0.27275	0.43005	0.89217	0.13815	-0.30574	-0.00006	0.95211		2502.37419	-2897.40199	386.63013	1.21628	1.46343	-51.69376	1.78563	0.61966	-0.78420	-0.03248	0.78445	0.62015	-0.00688	0.02554	-0.02122	0.99945	
990	9.89000	-1097.90579	-680.39957	1265.78280	0.10704	-17.99519	-26.98557	0.40291	0.84753	-0.45428	0.27445	0.43157	0.89086	0.14185	-0.30894	-0.00178	0.95108		2504.96745	-2894.42173	386.63429	1.34561	1.49734	-51.62489	2.30344	0.62060	-0.78337	-0.03463	0.78370	0.62112	-0.00590	0.02613	-0.02348	0.99938	
991	9.90000	-1098.27745	-679.54855	1264.71122	0.21831	-18.16084	-27.12140	0.42011	0.84571	-0.45693	0.27567	0.43317	0.88949	0.14548	-0.31169	-0.00362	0.95018		2506.97239	-2890.88716	386.55406	0.83920	1.01348	-51.34267	1.40163	0.62456	-0.78065	-0.02248	0.78077	0.62480	-0.00466	0.01769	-0.01464	0.99974	
992	9.91000	-1098.50606	-678.71022	1263.65906	0.34348	-18.28201	-27.24818	0.45881	0.84416	-0.45951	0.27613	0.43474	0.88815	0.14895	-0.31369	-0.00569	0.94951		2509.41329	-2887.73165	386.52410	0.84704	0.98720	-51.09947	1.45427	0.62788	-0.77799	-0.02232	0.77812	0.62810	-0.00412	0.01723	-0.01478	0.99974	
993	9.92000	-1098.71733	-677.84648	1262.65793	0.50370	-18.36999	-27.34178	0.44133	0.84302	-0.46174	0.27590	0.43589	0.88698	0.15255	-0.31515	-0.00834	0.94900		2512.14019	-2885.10927	386.30365	1.24089	1.49472	-51.14655	2.20925	0.62712	-0.77822	-0.03322	0.77849	0.62762	-0.00672	0.02608	-0.02165	0.99943	
994	9.93000	-1098.69780	-676.93058	1261.90068	0.66957	-18.40454	-27.44862	0.40078	0.84203	-0.46420	0.27478	0.43738	0.88566	0.15589	-0.31572	-0.01109	0.94879		2514.17718	-2881.68514	386.16972	0.74902	1.18315	-50.72584	1.57314	0.63290	-0.77389	-0.02319	0.77396	0.63319	-0.00771	0.02065	-0.01307	0.99970	
995	9.94000	-1098.59848	-676.08860	1261.12827	0.85445	-18.40705	-27.53833	0.44931	0.84134	-0.46647	0.27306	0.43869	0.88443	0.15920	-0.31577	-0.01415	0.94873		2516.30665	-2878.30253	386.17173	0.38784	1.18913	-50.52316	1.22921	0.63563	-0.77177	-0.01842	0.77172	0.63586	-0.01171	0.02075	-0.00677	0.99976	
996	9.95000	-1098.38115	-675.22328	1260.38407	1.06384	-18.39384	-27.64701	0.39778	0.84057	-0.46913	0.27086	0.44032	0.88295	0.16284	-0.31555	-0.01762	0.94875		2518.61960	-2875.24086	386.17094	0.32840	1.14156	-50.14485	1.44026	0.64072	-0.76758	-0.01717	0.76751	0.64093	-0.01162	0.01992	-0.00573	0.99979	
997	9.96000	-1098.07461	-674.29111	1259.92096	1.28548	-18.41239	-27.75050	0.41859	0.83968	-0.47178	0.26901	0.44179	0.88146	0.16689	-0.31585	-0.02129	0.94857		2521.02754	-2872.40745	386.05557	0.60097	1.28806	-50.03434	1.54225	0.64217	-0.76624	-0.02248	0.76624	0.64247	-0.01049	0.02248	-0.01049	0.99969	
998	9.97000	-1096.65967	-675.84670	1258.34004	0.93890	-19.06603	-27.44027	3.86626	0.83881	-0.46551	0.28232	0.43554	0.88491	0.16505	-0.32666	-0.01549	0.94502		2523.29665	-2869.62794	386.15041	0.84870	1.26295	-49.86600	1.67094	0.64442	-0.76424	-0.02553	0.76435	0.64476	-0.00730	0.02204	-0.01481	0.99965	
999	9.98000	-1096.31275	-674.84231	1258.12459	1.08924	-18.98881	-27.59057	3.65943	0.83805	-0.46855	0.27952	0.43795	0.88325	0.16752	-0.32538	-0.01798	0.94541		2525.50277	-2866.85964	386.13927	0.73710	1.29557	-49.71688	1.53013	0.64640	-0.76261	-0.02443	0.76266	0.64673	-0.00893	0.02261	-0.01286	0.99966	
1000	9.99000	-1095.79261	-673.96333	1257.83773	1.23667	-18.87387	-27.72771	3.66672	0.83758	-0.47134	0.27623	0.44025	0.88171	0.16958	-0.32349	-0.02042	0.94601		2527.71421	-2864.43258	385.88722	0.78919	1.44883	-49.57232	1.79020	0.64828	-0.76093	-0.02688	0.76098	0.64869	-0.01031	0.02528	-0.01377	0.99959	
1001	10.00000	-1096.26025	-670.61219	1258.60192	1.84909	-18.07824	-28.33198	0.40961	0.83676	-0.48315	0.25769	0.45115	0.87500	0.17559	-0.31032	-0.03067	0.95014		2529.92545	-2861.78960	385.78099	0.71787	1.54580	-49.27774	2.03826	0.65216	-0.75760	-0.02709	0.75761	0.65260	-0.01227	0.02698	-0.01252	0.99956	
1002	10.01000	-1095.59128	-669.65543	1258.48892	1.99617	-17.89465	-28.51102	0.40824	0.83622	-0.48644	0.25321	0.45424	0.87308	0.17719	-0.30727	-0.03315	0.95105		2531.79801	-2859.11204	385.90881	1.17025	1.61840	-49.21067	2.00393	0.65302	-0.75658	-0.03391	0.75681	0.65358	-0.00804	0.02824	-0.02042	0.99939	
1003	10.02000	-1094.87383	-668.71420	1258.47543	2.12221	-17.73918	-28.70119	0.42122	0.83543	-0.48981	0.24928	0.45741	0.87112	0.17870	-0.30468	-0.03527	0.95180		2533.50498	-2856.55702	385.94270	0.83916	1.11675	-48.96415	1.71338	0.65641	-0.75403	-0.02384	0.75416	0.65668	-0.00508	0.01949	-0.01464	0.99970	
1004	10.03000	-1094.11368	-667.77229	1258.52782	2.21795	-17.57812	-28.91617	0.40352	0.83446	-0.49340	0.24544	0.46095	0.86902	0.17980	-0.30201	-0.03689	0.95259		2535.13667	-2853.84349	385.92707	0.80296	1.31328	-48.76648	1.50133	0.65896	-0.75174	-0.02564	0.75183	0.65931	-0.00800	0.02292	-0.01401	0.99964	
1005	10.04000	-1093.23573	-666.92304	1258.68878	2.30661	-17.41970	-29.15309	0.43270	0.83327	-0.49727	0.24163	0.46480	0.86674	0.18087	-0.29937	-0.03840	0.95336		2536.81683	-2851.41814	385.88518	0.69099	1.36322	-48.56810	1.27584	0.66154	-0.74950	-0.02478	0.74953	0.66190	-0.00986	0.02379	-0.01206	0.99964	
1006	10.05000	-1092.36597	-665.93457	1258.90148	2.38353	-17.24327	-29.41324	0.43129	0.83195	-0.50142	0.23757	0.46903	0.86429	0.18168	-0.29643	-0.03972	0.95423		2538.56291	-2849.03818	385.92319	0.56102	1.10643	-48.47984	1.32454	0.66276	-0.74856	-0.02013	0.74858	0.66299	-0.00797	0.01931	-0.00979	0.99977	
1007	10.06000	-1091.42146	-664.97652	1259.13823	2.43771	-17.05854	-29.69738	0.42762	0.83044	-0.50581	0.23352	0.47362	0.86169	0.18215	-0.29335	-0.04066	0.95514		2540.59655	-2847.10283	385.92349	1.07479	1.44125	-48.34228	1.92759	0.66447	-0.74668	-0.03073	0.74689	0.66491	-0.00632	0.02515	-0.01875	0.99951	
1008	10.07000	-1090.34076	-663.92864	1259.52620	2.44424	-16.85465	-30.00814	0.44401	0.82876	-0.51038	0.22952	0.47864	0.85898	0.18181	-0.28994	-0.04082	0.95617		2542.02455	-2844.30488	386.09663	0.92908	1.38072	-48.18257	1.54165	0.66657	-0.74491	-0.02815	0.74506	0.66696	-0.00714	0.02410	-0.01621	0.99958	
1009	10.08000	-1089.33475	-662.89249	1259.94562	2.43569	-16.69150	-30.33793	0.44161	0.82670	-0.51518	0.22620	0.48382	0.85612	0.18162	-0.28722	-0.04071	0.95700		2543.73368	-2841.98844	385.97872	0.80623	1.24975	-47.92136	1.41704	0.66999	-0.74195	-0.02506	0.74205	0.67031	-0.00676	0.02181	-0.01407	0.99966	
1010	10.09000	-1088.27385	-661.85508	1260.44695	2.42206	-16.50694	-30.68029	0.45618	0.82458	-0.52012	0.22258	0.48922	0.85313	0.18119	-0.28413	-0.04052	0.95793		2545.59159	-2839.82890	385.88950	1.02294	1.50794	-47.75770	1.84358	0.67203	-0.73987	-0.03090	0.74005	0.67251	-0.00748	0.02632	-0.01785	0.99949	
1011	10.10000	-1087.11362	-660.83458	1261.02481	2.39947	-16.27790	-31.02495	0.56720	0.82259	-0.52502	0.21841	0.49475	0.85014	0.18022	-0.28030	-0.04019	0.95907		2547.31138	-2837.13020	385.92497	0.95289	1.37191	-47.61625	1.72449	0.67390	-0.73828	-0.02842	0.73843	0.67429	-0.00647	0.02394	-0.01663	0.99958	
1012	10.11000	-1085.99567	-659.84092	1261.49400	2.31539	-16.09346	-31.37785	0.56791	0.82029	-0.52982	0.21544	0.50027	0.84722	0.17871	-0.27720	-0.03882	0.96003		2549.06677	-2834.82557	385.95976	0.81432	1.29601	-47.48644	1.73014	0.67559	-0.73683	-0.02576	0.73693	0.67593	-0.00707	0.02262	-0.01421	0.99964	
1013	10.12000	-1084.87020	-658.79149	1261.96827	2.22974	-15.87998	-31.72082	0.54485	0.81816	-0.53444	0.21212	0.50572	0.84438	0.17685	-0.27362	-0.03742	0.96111		2550.63430	-2831.76310	386.02453	0.26121	1.00001	-47.45817	1.03896	0.67603	-0.73672	-0.01516	0.73667	0.67618	-0.00978	0.01745	-0.00456	0.99984	
1014	10.13000	-1083.76439	-657.69704	1262.45531	2.11095	-15.67344	-32.06684	0.56236	0.81592	-0.53898	0.20923	0.51117	0.84157	0.17454	-0.27015	-0.03546	0.96216		2552.79161	-2829.20423	386.10361	0.90160	1.13675	-47.16710	1.41730	0.67973	-0.73304	-0.02503	0.73320	0.68001	-0.00385	0.01984	-0.01573	0.99968	
1015	10.14000	-1082.59978	-656.69047	1262.76515	2.04629	-15.48470	-32.37037	0.53330	0.81395	-0.54310	0.20623	0.51596	0.83896	0.17301	-0.26698	-0.03441	0.96309		2554.89284	-2826.38528	386.16664	1.21015	1.40783	-47.10232	1.66092	0.68049	-0.73205	-0.03219	0.73235	0.68092	-0.00362	0.02457	-0.02111	0.99948	
1016	10.15000	-1081.44517	-655.63620	1263.11954	1.89935	-15.29741	-32.68378	0.55090	0.81184	-0.54707	0.20404	0.52087	0.83648	0.17029	-0.26383	-0.03197	0.96404		2556.69552	-2823.30762	386.04969	0.67779	1.13670	-46.91631	1.16469	0.68293	-0.73015	-0.02219	0.73021	0.68319	-0.00641	0.01984	-0.01183	0.99973	
1017	10.16000	-1080.38692	-654.51877	1263.48137	1.73038	-15.05494	-33.01234	0.55661	0.80977	-0.55115	0.20126	0.52612	0.83390	0.16677	-0.25975	-0.02916	0.96524		2558.71347	-2820.64796	385.91137	0.67511	1.12532	-46.63674	1.30150	0.68649	-0.72681	-0.02205	0.72687	0.68674	-0.00619	0.01964	-0.01178	0.99974	
1018	10.17000	-1079.41498	-653.43335	1263.77080	1.54078	-14.90373	-33.32536	0.62160	0.80746	-0.55497	0.20005	0.53091	0.83146	0.16372	-0.25720	-0.02598	0.96601		2560.50523	-2817.28038	385.83127	0.35241	1.14683	-46.38456	0.95408	0.68968	-0.72389	-0.01826	0.72384	0.68989	-0.01025	0.02001	-0.00615	0.99978	
1019	10.18000	-1078.41146	-652.50984	1263.97019	1.29908	-14.68646	-33.61705	0.39863	0.80555	-0.55828	0.19852	0.53555	0.82936	0.15921	-0.25353	-0.02193	0.96708		2562.30388	-2813.97936	385.81495	-0.05720	0.81324	-46.11942	0.73698	0.69309	-0.72080	-0.00912	0.72071	0.69315	-0.01092	0.01419	0.00100	0.99990	
1020	10.19000	-1077.33497	-651.52499	1264.23650	1.05480	-14.49063	-33.89608	0.41421	0.80365	-0.56142	0.19740	0.53995	0.82734	0.15480	-0.25022	-0.01782	0.96802		2564.30407	-2810.84623	385.69960	-0.17872	0.55676	-45.77642	0.74620	0.69743	-0.71664	-0.00454	0.71659	0.69744	-0.00914	0.00972	0.00312	0.99995	
1021	10.20000	-1076.29345	-650.54768	1264.60336	0.79960	-14.33950	-34.13811	0.43586	0.80190	-0.56400	0.19714	0.54371	0.82567	0.15053	-0.24767	-0.01352	0.96875		2566.78793	-2808.29992	385.83380	0.94214	1.19532	-45.72635	1.54249	0.69793	-0.71568	-0.02633	0.71586	0.69824	-0.00346	0.02086	-0.01644	0.99965	
1022	10.21000	-1075.23963	-649.54850	1264.91841	0.53725	-14.13945	-34.38164	0.43849	0.80029	-0.56657	0.19630	0.54759	0.82396	0.14568	-0.24428	-0.00909	0.96966		2568.50083	-2804.86488	385.67447	0.61718	1.09478	-45.54286	1.39024	0.70025	-0.71359	-0.02107	0.71364	0.70048	-0.00609	0.01911	-0.01077	0.99976	
1023	10.22000	-1074.14407	-648.68031	1265.29616	0.30285	-13.92488	-34.60675	0.44965	0.79888	-0.56898	0.19507	0.55125	0.82234	0.14102	-0.24065	-0.00513	0.97060		2570.30761	-2801.35967	385.77571	0.70044	0.99376	-45.23968	1.30826	0.70404	-0.70986	-0.02089	0.70995	0.70424	-0.00371	0.01734	-0.01222	0.99977	
1024	10.23000	-1073.06028	-647.88930	1265.65725	0.04593	-13.71719	-34.81438	0.42549	0.79759	-0.57108	0.19423	0.55464	0.82090	0.13604	-0.23713	-0.00078	0.97148		2572.18620	-2797.83907	385.73959	0.53304	1.01939	-45.00057	1.25559	0.70699	-0.70697	-0.01916	0.70700	0.70719	-0.00600	0.01779	-0.00930	0.99980	
1025	10.24000	-1072.00082	-647.09779	1266.13172	-0.20043	-13.49437	-35.01295	0.43888	0.79641	-0.57309	0.19312	0.55792	0.81949	0.13102	-0.23335	0.00340	0.97239		2574.20581	-2794.38488	385.88097	0.44513	0.72680	-44.60642	1.07615	0.71189	-0.70214	-0.01449	0.70218	0.71200	-0.00338	0.01268	-0.00777	0.99989	
1026	10.25000	-1070.95998	-646.37524	1266.67030	-0.43373	-13.23803	-35.21854	0.45711	0.79525	-0.57526	0.19144	0.56137	0.81793	0.12587	-0.22900	0.00737	0.97340		2576.44757	-2791.20408	385.64253	0.58303	1.07526	-44.54130	1.27675	0.71262	-0.70125	-0.02051	0.70130	0.71284	-0.00591	0.01877	-0.01017	0.99977	
1027	10.26000	-1069.92548	-645.76866	1267.27403	-0.65090	-12.99679	-35.39862	0.44392	0.79426	-0.57714	0.18989	0.56442	0.81657	0.12101	-0.22490	0.01107	0.97432		2578.73983	-2787.85694	385.45345	0.57480	1.13666	-44.18644	1.57734	0.71693	-0.69682	-0.02122	0.69686	0.71718	-0.00663	0.01984	-0.01003	0.99975	
1028	10.27000	-1068.91758	-645.17328	1268.01130	-0.83899	-12.74846	-35.55783	0.44827	0.79347	-0.57883	0.18802	0.56719	0.81532	0.11640	-0.22067	0.01428	0.97524		2580.86347	-2784.27281	385.47320	0.78242	1.41683	-44.04398	1.82669	0.71859	-0.69490	-0.02726	0.69500	0.71897	-0.00737	0.02473	-0.01365	0.99960	
1029	10.28000	-1067.92386	-644.64640	1268.84918	-0.98230	-12.48738	-35.69101	0.41946	0.79296	-0.58032	0.18559	0.56961	0.81422	0.11221	-0.21622	0.01674	0.97620		2582.24814	-2780.14559	385.61033	-0.17089	0.67220	-43.59401	0.69457	0.72419	-0.68957	-0.00644	0.68950	0.72422	-0.01025	0.01173	0.00298	0.99993	
1030	10.29000	-1066.97664	-644.18795	1269.72809	-1.10466	-12.23478	-35.81386	0.42397	0.79250	-0.58173	0.18310	0.57186	0.81316	0.10835	-0.21192	0.01884	0.97711		2584.17916	-2776.50214	385.77114	0.17819	0.70186	-43.42184	0.63788	0.72626	-0.68733	-0.01103	0.68731	0.72634	-0.00616	0.01225	-0.00311	0.99992	
1031	10.30000	-1066.03054	-643.85956	1270.67517	-1.20814	-11.97928	-35.93378	0.43199	0.79206	-0.58318	0.18039	0.57407	0.81208	0.10471	-0.20756	0.02063	0.97801		2582.43689	-2768.82603	387.39439	-0.16677	0.88345	-43.43456	3.93068	0.72607	-0.68756	-0.00920	0.68744	0.72613	-0.01271	0.01542	0.00291	0.99988	
1032	10.31000	-1065.19139	-643.45761	1271.63524	-1.26929	-11.73115	-36.02914	0.42303	0.79183	-0.58441	0.17742	0.57591	0.81117	0.10165	-0.20332	0.02169	0.97887		2588.12581	-2769.81500	385.54580	-0.04310	0.74506	-43.02512	0.76842	0.73099	-0.68233	-0.00899	0.68226	0.73105	-0.00942	0.01300	0.00075	0.99992	
1033	10.32000	-1064.40656	-643.21766	1272.65751	-1.33212	-11.52046	-36.09174	0.43456	0.79179	-0.58517	0.17504	0.57721	0.81059	0.09883	-0.19972	0.02278	0.97959		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1034	10.33000	-1063.63392	-642.93249	1273.69502	-1.39378	-11.32611	-36.16111	0.41481	0.79164	-0.58603	0.17287	0.57857	0.80994	0.09621	-0.19639	0.02385	0.98024		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1035	10.34000	-1062.77844	-642.72925	1274.80561	-1.49919	-11.08638	-36.19272	0.52849	0.79197	-0.58624	0.17058	0.57948	0.80973	0.09239	-0.19229	0.02567	0.98100		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1036	10.35000	-1062.13679	-642.64033	1275.87581	-1.55367	-10.93524	-36.20906	0.55423	0.79222	-0.58637	0.16902	0.58001	0.80961	0.09014	-0.18970	0.02662	0.98148		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1037	10.36000	-1061.55904	-642.56038	1276.94161	-1.58980	-10.78480	-36.19523	0.54112	0.79276	-0.58612	0.16733	0.58011	0.80976	0.08807	-0.18712	0.02725	0.98196		2593.78810	-2748.15510	387.00238	-0.14519	0.99609	-41.87895	3.85934	0.74444	-0.66759	-0.01125	0.66746	0.74453	-0.01349	0.01738	0.00253	0.99985	
1038	10.37000	-1060.95511	-642.57643	1278.00890	-1.65453	-10.65991	-36.15652	0.55913	0.79347	-0.58543	0.16633	0.57981	0.81022	0.08578	-0.18498	0.02837	0.98233		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1039	10.38000	-1060.44022	-642.62827	1278.99750	-1.72168	-10.56138	-36.11309	0.55697	0.79417	-0.58467	0.16571	0.57940	0.81074	0.08371	-0.18329	0.02954	0.98262		2597.55324	-2741.32435	386.89203	-0.15597	1.09516	-41.37596	4.01135	0.75025	-0.66103	-0.01254	0.66088	0.75035	-0.01468	0.01911	0.00272	0.99981	
1040	10.39000	-1059.87563	-642.86093	1279.81873	-1.72524	-10.45735	-36.05085	0.62864	0.79507	-0.58382	0.16440	0.57873	0.81134	0.08243	-0.18150	0.02961	0.98294		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1041	10.40000	-1059.46483	-642.95866	1280.70998	-1.75827	-10.37917	-35.96553	0.60515	0.79613	-0.58255	0.16377	0.57769	0.81224	0.08092	-0.18016	0.03018	0.98317		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
1042	10.41000	-1059.05959	-643.10762	1281.58886	-1.77154	-10.26093	-35.87122	0.58259	0.79738	-0.58122	0.16239	0.57659	0.81318	0.07928	-0.17813	0.03042	0.98354		2602.35702	-2731.53739	386.83326	0.10294	0.73904	-40.74694	3.81955	0.75754	-0.65270	-0.01094	0.65267	0.75761	-0.00706	0.01290	-0.00180	0.99992	
1043	10.42000	-1058.75151	-643.24570	1282.38954	-1.81075	-10.17052	-35.77032	0.42462	0.79862	-0.57972	0.16167	0.57535	0.81422	0.07753	-0.17658	0.03110	0.98380		2603.98205	-2728.63414	386.81511	-0.10943	0.87816	-40.53457	4.00788	0.75992	-0.64993	-0.01041	0.64983	0.75999	-0.01141	0.01533	0.00191	0.99988	
1044	10.43000	-1058.26831	-643.55602	1283.20354	-1.81976	-10.00928	-35.66694	0.55409	0.80005	-0.57829	0.15965	0.57420	0.81523	0.07549	-0.17381	0.03127	0.98428		2605.32813	-2725.25118	386.77343	-0.10334	0.87579	-40.34380	3.94002	0.76208	-0.64739	-0.01048	0.64730	0.76215	-0.01127	0.01528	0.00180	0.99988	
1045	10.44000	-1057.90805	-643.84539	1283.87296	-1.79601	-9.88864	-35.55182	0.56529	0.80150	-0.57677	0.15788	0.57280	0.81632	0.07430	-0.17173	0.03088	0.98466		2606.82992	-2721.97729	386.69025	-0.14525	0.92598	-40.10270	3.89059	0.76479	-0.64419	-0.01073	0.64408	0.76486	-0.01235	0.01616	0.00253	0.99987	
1046	10.45000	-1057.53011	-644.20305	1284.52580	-1.75613	-9.75461	-35.43359	0.55241	0.80301	-0.57526	0.15575	0.57138	0.81742	0.07321	-0.16943	0.03020	0.98508		2608.24797	-2718.80598	386.86126	0.10232	0.79181	-39.67500	3.69146	0.76960	-0.63841	-0.01178	0.63837	0.76969	-0.00745	0.01382	-0.00179	0.99990	
1047	10.46000	-1057.21196	-644.56676	1285.10818	-1.72539	-9.63426	-35.30662	0.55660	0.80456	-0.57358	0.15392	0.56980	0.81861	0.07211	-0.16736	0.02968	0.98545		2609.89824	-2715.73332	386.91025	0.41205	0.61450	-39.59208	3.77146	0.77056	-0.63724	-0.01285	0.63728	0.77063	-0.00129	0.01072	-0.00719	0.99992	
1048	10.47000	-1056.91635	-644.93889	1285.57724	-1.68410	-9.55008	-35.19727	0.56143	0.80585	-0.57216	0.15246	0.56841	0.81963	0.07157	-0.16591	0.02898	0.98572		2611.51556	-2712.69401	386.53695	-0.24414	0.78565	-39.53150	3.94323	0.77120	-0.63654	-0.00786	0.63644	0.77123	-0.01201	0.01371	0.00426	0.99990	
1049	10.48000	-1056.67969	-645.37064	1286.08066	-1.66289	-9.46521	-35.09241	0.55243	0.80709	-0.57075	0.15118	0.56707	0.82062	0.07076	-0.16445	0.02862	0.98597		2613.16919	-2709.61409	386.50288	-0.28223	0.85996	-39.29452	3.94344	0.77381	-0.63336	-0.00850	0.63324	0.77384	-0.01332	0.01501	0.00493	0.99988	
1050	10.49000	-1056.42694	-645.79391	1286.54177	-1.63546	-9.38452	-35.00895	0.55247	0.80810	-0.56966	0.14988	0.56603	0.82140	0.07013	-0.16306	0.02816	0.98621		2614.75674	-2706.56933	386.43604	-0.35681	0.83463	-39.00040	3.87434	0.77706	-0.62938	-0.00740	0.62926	0.77707	-0.01401	0.01457	0.00623	0.99987	
