NO_OF_FRAMES	6248
NO_OF_CAMERAS	9
NO_OF_BODIES	2
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-05, 22:05:52.243	27356.83166420
DATA_INCLUDED	6D
BODY_NAMES	drone	hunter
BODY_FILTERS	No filter	No filter
TRANSLATION_ORIGIN	Global	Global	
ROTATION_ORIGIN	Global	Global	
Frame	Time	drone X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		hunter X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
2485	24.84000	409.09695	-2399.83178	1272.68599	23.85082	9.69633	59.57456	0.64217	0.49918	0.82314	0.27066	-0.84997	0.40444	0.33760	0.16843	-0.39858	0.90154		2551.22304	2305.96242	395.50794	-111.81480	59.15508	135.58456	9.56014	-0.36623	0.30927	-0.87763	-0.35883	0.82327	0.43985	0.85856	0.47600	-0.19053	
2486	24.85000	411.65098	-2399.43456	1273.73367	23.91257	9.72826	59.84023	0.63574	0.49519	0.82482	0.27286	-0.85219	0.40007	0.33721	0.16898	-0.39951	0.90102		2550.89580	2308.89869	395.47843	-111.75355	59.11945	135.70291	9.44269	-0.36735	0.31169	-0.87630	-0.35844	0.82195	0.44262	0.85824	0.47670	-0.19022	
2487	24.86000	414.38929	-2399.25536	1274.86122	23.97977	9.80506	60.08573	0.69453	0.49142	0.82648	0.27467	-0.85411	0.39567	0.33755	0.17030	-0.40048	0.90034		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2488	24.87000	417.14124	-2399.13202	1275.80769	23.98191	9.94002	60.35741	0.66899	0.48716	0.82880	0.27525	-0.85608	0.39091	0.33810	0.17262	-0.40035	0.89996		2550.16633	2315.25037	395.52551	-111.98381	59.08876	135.66878	9.48276	-0.36746	0.30749	-0.87773	-0.35898	0.82373	0.43886	0.85796	0.47636	-0.19230	
2489	24.88000	419.97736	-2399.11265	1276.78335	23.95131	10.11494	60.60639	0.60558	0.48318	0.83124	0.27493	-0.85773	0.38643	0.33909	0.17562	-0.39965	0.89969		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2490	24.89000	422.88122	-2399.14752	1277.44284	23.90811	10.23396	60.85513	0.63549	0.47927	0.83352	0.27486	-0.85950	0.38234	0.33923	0.17767	-0.39882	0.89965		2549.35305	2321.08539	395.52003	-111.62846	59.07146	135.50249	9.42203	-0.36660	0.31045	-0.87705	-0.36023	0.82180	0.44146	0.85781	0.47778	-0.18944	
2491	24.90000	425.79343	-2399.16873	1277.94526	23.82544	10.38546	61.09328	0.64351	0.47547	0.83601	0.27391	-0.86107	0.37844	0.33963	0.18027	-0.39733	0.89979		2548.99485	2324.10975	395.53694	-111.73890	59.02626	135.47729	9.46395	-0.36693	0.30812	-0.87774	-0.36087	0.82252	0.43959	0.85740	0.47804	-0.19061	
2492	24.91000	428.83254	-2399.33252	1278.25614	23.67396	10.51923	61.34288	0.71045	0.47151	0.83881	0.27216	-0.86276	0.37488	0.33928	0.18257	-0.39478	0.90045		2548.64835	2326.99977	395.57173	-111.84905	59.05037	135.53062	9.50310	-0.36701	0.30735	-0.87798	-0.36027	0.82322	0.43877	0.85762	0.47734	-0.19140	
2493	24.92000	431.88691	-2399.54236	1278.43957	23.52048	10.66921	61.54580	0.71518	0.46822	0.84135	0.26999	-0.86400	0.37191	0.33939	0.18514	-0.39218	0.90107		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2494	24.93000	434.85011	-2399.72574	1278.40913	23.30103	10.84673	61.75127	0.71078	0.46484	0.84429	0.26665	-0.86516	0.36913	0.33947	0.18818	-0.38850	0.90203		2547.98539	2332.71702	395.64014	-111.49017	59.04496	135.35866	9.43537	-0.36598	0.31034	-0.87735	-0.36143	0.82135	0.44130	0.85757	0.47861	-0.18843	
2495	24.94000	437.82437	-2399.97395	1278.14196	23.02344	11.05866	61.96292	0.62612	0.46131	0.84760	0.26223	-0.86625	0.36639	0.33965	0.19181	-0.38385	0.90326		2547.70183	2335.58926	395.49401	-111.74850	59.06866	135.57538	9.43530	-0.36709	0.30964	-0.87714	-0.35979	0.82231	0.44086	0.85778	0.47742	-0.19046	
2496	24.95000	440.85510	-2400.29692	1277.67787	22.79675	11.20137	62.11520	0.62276	0.45879	0.85005	0.25872	-0.86705	0.36463	0.33950	0.19426	-0.38008	0.90432		2547.36088	2338.32632	395.44997	-111.57005	59.08685	135.48349	9.48667	-0.36632	0.31116	-0.87692	-0.36019	0.82154	0.44197	0.85795	0.47776	-0.18887	
2497	24.96000	443.87544	-2400.61609	1277.06087	22.52329	11.32299	62.27102	0.61080	0.45623	0.85264	0.25468	-0.86793	0.36323	0.33877	0.19634	-0.37560	0.90574		2547.14460	2341.33146	395.58305	-111.72794	58.99671	135.56459	9.51266	-0.36779	0.30937	-0.87694	-0.36062	0.82179	0.44116	0.85714	0.47849	-0.19069	
2498	24.97000	446.86260	-2400.91444	1276.25875	22.25944	11.36811	62.40431	0.66878	0.45414	0.85478	0.25120	-0.86885	0.36254	0.33714	0.19711	-0.37137	0.90732		2546.95878	2344.15850	395.53126	-111.93307	59.05355	135.87379	9.48406	-0.36912	0.31101	-0.87580	-0.35803	0.82203	0.44281	0.85765	0.47702	-0.19208	
2499	24.98000	449.83252	-2401.35405	1275.36407	21.98367	11.43852	62.51425	0.66019	0.45236	0.85689	0.24722	-0.86951	0.36211	0.33591	0.19832	-0.36691	0.90887		2546.73606	2347.02110	395.45326	-111.87901	59.01146	135.81693	9.44985	-0.36922	0.31076	-0.87584	-0.35884	0.82167	0.44282	0.85727	0.47778	-0.19186	
2500	24.99000	452.87106	-2401.89589	1274.41762	21.69716	11.48437	62.58824	0.64256	0.45116	0.85871	0.24302	-0.86995	0.36242	0.33443	0.19910	-0.36230	0.91055		2546.33439	2350.16187	395.46877	-111.89164	59.13710	135.54773	9.48463	-0.36619	0.30745	-0.87828	-0.35925	0.82395	0.43822	0.85840	0.47599	-0.19127	
2501	25.00000	455.88905	-2402.47721	1273.35948	21.40210	11.49274	62.62748	0.64029	0.45056	0.86023	0.23876	-0.87023	0.36350	0.33251	0.19924	-0.35759	0.91238		2546.08615	2352.95176	395.48076	-111.81441	59.16093	135.71562	9.48611	-0.36698	0.31119	-0.87663	-0.35793	0.82259	0.44185	0.85861	0.47592	-0.19049	
2502	25.01000	458.99328	-2403.11765	1272.02207	21.11651	11.44215	62.64693	0.59798	0.45034	0.86139	0.23496	-0.87054	0.36514	0.32990	0.19838	-0.35311	0.91431		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2503	25.02000	461.96171	-2403.67908	1270.51231	20.90040	11.34708	62.60069	0.58844	0.45119	0.86170	0.23214	-0.87047	0.36759	0.32736	0.19675	-0.34977	0.91594		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2504	25.03000	464.96041	-2404.39667	1269.06727	20.61238	11.25365	62.51078	0.59669	0.45271	0.86202	0.22798	-0.87004	0.37109	0.32453	0.19515	-0.34528	0.91799		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2505	25.04000	467.90645	-2404.91053	1267.09814	20.40040	11.05863	62.38402	0.58116	0.45494	0.86149	0.22553	-0.86962	0.37522	0.32088	0.19181	-0.34211	0.91988		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2506	25.05000	471.34699	-2405.76777	1265.27698	20.17667	10.92801	62.25323	0.64082	0.45712	0.86115	0.22241	-0.86897	0.37913	0.31806	0.18958	-0.33866	0.92161		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2507	25.06000	474.68542	-2406.59797	1263.45136	19.94856	10.75694	62.08054	0.61953	0.46000	0.86041	0.21932	-0.86808	0.38387	0.31477	0.18664	-0.33518	0.92348		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2508	25.07000	478.07481	-2407.30774	1261.45657	19.74082	10.59920	61.84869	0.54305	0.46375	0.85920	0.21613	-0.86666	0.38930	0.31201	0.18394	-0.33200	0.92517		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2509	25.08000	481.50718	-2408.16154	1259.40673	19.54532	10.45242	61.58775	0.52070	0.46792	0.85774	0.21291	-0.86495	0.39501	0.30956	0.18142	-0.32900	0.92674		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2510	25.09000	485.00835	-2409.04685	1257.32018	19.31966	10.30517	61.30397	0.52283	0.47242	0.85620	0.20914	-0.86303	0.40121	0.30694	0.17889	-0.32550	0.92846		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2511	25.10000	488.64775	-2409.99051	1255.18951	19.08804	10.18912	60.99868	0.51794	0.47718	0.85457	0.20497	-0.86082	0.40758	0.30476	0.17690	-0.32186	0.93011		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2512	25.11000	492.35888	-2410.98492	1253.06481	18.83541	10.07524	60.66491	0.53500	0.48236	0.85276	0.20033	-0.85833	0.41444	0.30251	0.17494	-0.31787	0.93185		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2513	25.12000	496.10712	-2411.99722	1250.85696	18.60564	9.99047	60.31392	0.52035	0.48774	0.85076	0.19575	-0.85558	0.42128	0.30085	0.17348	-0.31421	0.93337		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2514	25.13000	499.99075	-2413.06486	1248.77023	18.36529	9.90528	59.96638	0.51260	0.49305	0.84876	0.19106	-0.85283	0.42809	0.29904	0.17202	-0.31038	0.93492		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2515	25.14000	503.96592	-2414.24423	1246.70447	18.12563	9.81938	59.62117	0.50150	0.49831	0.84672	0.18642	-0.85006	0.43485	0.29716	0.17054	-0.30654	0.93645		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2516	25.15000	508.02793	-2415.53670	1244.71894	17.87074	9.72369	59.29642	0.50013	0.50326	0.84480	0.18178	-0.84747	0.44140	0.29490	0.16890	-0.30246	0.93808		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2517	25.16000	512.15958	-2416.80396	1242.61142	17.58477	9.62450	59.01006	0.47788	0.50764	0.84321	0.17693	-0.84519	0.44753	0.29218	0.16719	-0.29786	0.93985		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2518	25.17000	516.39419	-2418.19500	1240.57546	17.33870	9.48414	58.73073	0.48953	0.51197	0.84139	0.17309	-0.84305	0.45350	0.28913	0.16477	-0.29395	0.94151		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2519	25.18000	520.76649	-2419.68698	1238.56840	17.06836	9.33358	58.48301	0.49681	0.51583	0.83982	0.16917	-0.84120	0.45915	0.28560	0.16218	-0.28963	0.94330		2538.32030	2404.55644	385.29854	-65.69119	62.78232	91.95453	1.31748	-0.01560	0.43906	-0.89832	-0.45711	0.79592	0.39694	0.88928	0.41682	0.18828	
2520	25.19000	525.27414	-2421.22384	1236.54277	16.83497	9.20511	58.27990	0.51912	0.51900	0.83853	0.16585	-0.83967	0.46383	0.28251	0.15997	-0.28589	0.94482		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2521	25.20000	529.94100	-2422.91695	1234.67921	16.64729	9.07988	58.10553	0.48853	0.52174	0.83732	0.16334	-0.83838	0.46783	0.27973	0.15781	-0.28289	0.94608		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2522	25.21000	534.76014	-2424.71416	1233.00530	16.49961	8.97177	57.96680	0.49494	0.52392	0.83632	0.16146	-0.83737	0.47102	0.27740	0.15595	-0.28053	0.94709		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2523	25.22000	539.69953	-2426.59159	1231.35631	16.38231	8.87287	57.87743	0.48464	0.52537	0.83566	0.16018	-0.83678	0.47330	0.27530	0.15424	-0.27867	0.94792		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2524	25.23000	544.79879	-2428.56980	1229.77091	16.30717	8.78838	57.81171	0.47066	0.52645	0.83511	0.15952	-0.83637	0.47497	0.27368	0.15279	-0.27749	0.94850		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2525	25.24000	550.10168	-2430.60209	1228.25141	16.23836	8.71819	57.80026	0.50681	0.52672	0.83502	0.15908	-0.83642	0.47575	0.27215	0.15157	-0.27640	0.94901		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2526	25.25000	555.60732	-2432.77017	1226.95257	16.18509	8.67435	57.83912	0.49723	0.52621	0.83538	0.15887	-0.83687	0.47561	0.27099	0.15082	-0.27555	0.94938		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2527	25.26000	561.26311	-2434.96326	1225.72622	16.13235	8.71339	57.93188	0.50516	0.52480	0.83640	0.15820	-0.83764	0.47435	0.27084	0.15149	-0.27465	0.94954		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2528	25.27000	567.11372	-2437.27307	1224.69347	16.11097	8.77898	58.05136	0.49624	0.52296	0.83761	0.15787	-0.83858	0.47244	0.27126	0.15262	-0.27425	0.94947		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2529	25.28000	573.15544	-2439.69161	1223.83368	16.09934	8.84738	58.21695	0.49511	0.52044	0.83918	0.15789	-0.83993	0.46979	0.27167	0.15380	-0.27400	0.94935		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2530	25.29000	579.38893	-2442.11742	1223.02633	16.03834	8.94369	58.47076	0.50914	0.51658	0.84166	0.15736	-0.84201	0.46597	0.27183	0.15546	-0.27292	0.94939		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2531	25.30000	585.81150	-2444.68665	1222.46237	15.99338	9.10018	58.75985	0.51644	0.51210	0.84451	0.15672	-0.84424	0.46129	0.27289	0.15816	-0.27206	0.94919		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2532	25.31000	592.38750	-2447.30318	1221.87366	15.88048	9.27886	59.11941	0.49206	0.50653	0.84813	0.15524	-0.84701	0.45580	0.27354	0.16124	-0.27005	0.94925		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2533	25.32000	599.15388	-2449.98570	1221.49780	15.79809	9.48236	59.49355	0.49716	0.50070	0.85180	0.15409	-0.84980	0.44982	0.27478	0.16474	-0.26853	0.94908		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2534	25.33000	606.06833	-2452.78569	1221.25549	15.65106	9.64355	59.93844	0.48463	0.49385	0.85604	0.15269	-0.85326	0.44324	0.27475	0.16752	-0.26597	0.94932		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2535	25.34000	613.17823	-2455.64945	1221.02404	15.50134	9.86981	60.41686	0.50256	0.48638	0.86062	0.15088	-0.85677	0.43589	0.27559	0.17141	-0.26331	0.94936		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2536	25.35000	620.35594	-2458.54460	1220.84064	15.31336	10.04518	60.94572	0.49966	0.47819	0.86549	0.14916	-0.86076	0.42813	0.27532	0.17442	-0.26005	0.94971		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2537	25.36000	627.66530	-2461.43060	1220.54722	15.11902	10.18658	61.47824	0.50463	0.46997	0.87025	0.14765	-0.86479	0.42043	0.27455	0.17685	-0.25671	0.95017		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2538	25.37000	635.13893	-2464.42376	1220.39346	14.95061	10.29194	62.03428	0.52193	0.46140	0.87494	0.14691	-0.86902	0.41236	0.27344	0.17866	-0.25384	0.95060		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2539	25.38000	642.78607	-2467.48361	1220.24446	14.71521	10.39866	62.61101	0.51698	0.45247	0.87987	0.14523	-0.87332	0.40423	0.27186	0.18050	-0.24984	0.95131		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2540	25.39000	650.50006	-2470.56394	1220.05015	14.50437	10.47164	63.18307	0.52440	0.44363	0.88454	0.14414	-0.87759	0.39614	0.27002	0.18175	-0.24628	0.95200		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2541	25.40000	658.30675	-2473.62776	1219.78639	14.30056	10.51843	63.73554	0.52175	0.43508	0.88893	0.14323	-0.88169	0.38837	0.26794	0.18255	-0.24286	0.95273		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2542	25.41000	666.21371	-2476.65579	1219.43204	14.06870	10.58778	64.27589	0.48823	0.42665	0.89326	0.14164	-0.88556	0.38078	0.26607	0.18374	-0.23895	0.95349		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2543	25.42000	674.23585	-2479.73530	1219.19428	13.83034	10.57164	64.78101	0.48700	0.41885	0.89714	0.14036	-0.88933	0.37405	0.26302	0.18346	-0.23499	0.95453		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2544	25.43000	682.32238	-2482.69690	1218.90058	13.56171	10.53548	65.26682	0.47708	0.41134	0.90088	0.13861	-0.89295	0.36778	0.25955	0.18284	-0.23054	0.95573		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2545	25.44000	690.43324	-2485.72841	1218.45118	13.34598	10.46143	65.70087	0.48490	0.40466	0.90404	0.13768	-0.89626	0.36219	0.25601	0.18157	-0.22699	0.95682		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2546	25.45000	698.75756	-2488.62524	1218.06503	13.04513	10.39747	66.11082	0.48535	0.39832	0.90723	0.13518	-0.89932	0.35727	0.25216	0.18048	-0.22201	0.95820		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2547	25.46000	707.10022	-2491.47209	1217.68089	12.78444	10.34182	66.48174	0.50973	0.39256	0.91005	0.13304	-0.90204	0.35272	0.24883	0.17952	-0.21769	0.95937		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2548	25.47000	715.51356	-2494.37470	1217.47739	12.49427	10.25410	66.84083	0.59740	0.38701	0.91279	0.13056	-0.90473	0.34856	0.24488	0.17801	-0.21289	0.96072		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2549	25.48000	724.07160	-2497.14940	1217.23939	12.17319	10.19995	67.17433	0.56346	0.38180	0.91545	0.12720	-0.90712	0.34479	0.24135	0.17708	-0.20753	0.96207		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2550	25.49000	732.72832	-2499.86875	1217.06083	11.82287	10.12185	67.47576	0.56501	0.37711	0.91791	0.12336	-0.90934	0.34169	0.23738	0.17574	-0.20170	0.96355		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2551	25.50000	741.40201	-2502.57693	1216.98749	11.44553	10.02596	67.76543	0.55978	0.37262	0.92031	0.11911	-0.91151	0.33890	0.23303	0.17409	-0.19541	0.96515		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2552	25.51000	750.29356	-2505.06429	1216.92406	10.95418	9.90900	68.04855	0.47687	0.36824	0.92283	0.11309	-0.91366	0.33668	0.22773	0.17208	-0.18719	0.96713		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2553	25.52000	759.23914	-2507.67052	1217.10481	10.47004	9.83578	68.30960	0.50363	0.36416	0.92520	0.10677	-0.91554	0.33459	0.22325	0.17082	-0.17905	0.96890		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2554	25.53000	768.14630	-2510.44897	1217.60063	9.98381	9.71227	68.51092	0.62065	0.36107	0.92711	0.10046	-0.91715	0.33356	0.21811	0.16870	-0.17089	0.97074		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2555	25.54000	777.22281	-2513.09607	1218.15626	9.45184	9.74085	68.74743	0.56651	0.35725	0.92941	0.09255	-0.91856	0.33166	0.21507	0.16919	-0.16185	0.97220		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2556	25.55000	786.40008	-2515.77270	1218.76910	8.91992	9.78201	68.98990	0.58602	0.35332	0.93167	0.08457	-0.91995	0.32960	0.21228	0.16990	-0.15280	0.97354		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2557	25.56000	795.59803	-2519.29583	1219.44030	8.53711	9.92542	69.41750	0.56656	0.34629	0.93479	0.07905	-0.92216	0.32371	0.21176	0.17237	-0.14623	0.97412		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2558	25.57000	805.26546	-2523.57889	1220.43184	8.62599	10.31312	70.05808	0.86335	0.33556	0.93856	0.08062	-0.92485	0.31197	0.21754	0.17903	-0.14756	0.97272		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2559	25.58000	814.94985	-2527.93128	1221.84813	9.09094	10.86550	70.60072	0.63909	0.32619	0.94127	0.08721	-0.92632	0.29988	0.22805	0.18850	-0.15517	0.96974		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2560	25.59000	824.62398	-2532.28482	1223.27888	9.55204	11.37598	71.15427	0.83987	0.31668	0.94384	0.09422	-0.92780	0.28757	0.23769	0.19725	-0.16268	0.96676		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2561	25.60000	834.29832	-2536.34594	1224.59202	9.65564	11.78435	71.73046	0.79543	0.30688	0.94688	0.09616	-0.92958	0.27652	0.24377	0.20423	-0.16419	0.96506		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2562	25.61000	844.02832	-2540.26590	1225.46471	9.25444	11.96274	72.40973	0.55171	0.29564	0.95091	0.09147	-0.93254	0.26650	0.24361	0.20728	-0.15733	0.96555		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2563	25.62000	853.77838	-2544.01558	1226.51046	8.86060	12.08994	73.07497	0.60096	0.28466	0.95466	0.08711	-0.93547	0.25678	0.24283	0.20945	-0.15061	0.96615		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2564	25.63000	863.87152	-2547.83834	1228.17342	8.79837	12.38875	73.72076	0.89074	0.27379	0.95781	0.08739	-0.93755	0.24552	0.24640	0.21454	-0.14940	0.96522		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2565	25.64000	874.29461	-2551.70446	1230.84370	9.10043	12.84061	74.28130	0.97778	0.26414	0.96001	0.09280	-0.93853	0.23367	0.25409	0.22224	-0.15421	0.96272		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2566	25.65000	885.23956	-2555.53617	1234.31049	9.37104	13.56768	74.92002	1.21314	0.25291	0.96262	0.09700	-0.93862	0.21981	0.26585	0.23459	-0.15828	0.95912		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2567	25.66000	897.09903	-2559.65111	1238.04227	9.16443	14.40407	75.93014	2.49664	0.23546	0.96725	0.09479	-0.93951	0.20157	0.27693	0.24876	-0.15426	0.95620		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
