-129.13669	915.75364	1140.06396	0.89637	-0.43916	0.06052	0.4433	0.88698	-0.12944	0.00316	0.14285	0.98974
-129.1461	915.56269	1139.62725	0.8969	-0.43766	0.06344	0.44224	0.8876	-0.12879	0.00005	0.14357	0.98964
-129.10009	915.65112	1139.80533	0.897	-0.43791	0.06019	0.44202	0.88778	-0.12834	0.00277	0.14173	0.9899
-129.1904	915.47333	1139.50287	0.89735	-0.43701	0.06157	0.44132	0.88819	-0.1279	0.00121	0.14194	0.98987
-129.14569	915.36771	1139.36205	0.89752	-0.43669	0.0613	0.44097	0.88846	-0.12726	0.00111	0.14125	0.98997
-128.71371	915.40944	1139.64461	0.89724	-0.43722	0.06156	0.44154	0.88831	-0.12632	0.00055	0.14052	0.99008
-128.82116	915.18494	1139.0417	0.89689	-0.4382	0.05978	0.44225	0.88828	-0.12397	0.00123	0.13762	0.99048
-128.80373	914.94708	1138.80499	0.89686	-0.43826	0.05978	0.44231	0.88837	-0.12314	0.00087	0.13688	0.99059
-128.79059	914.75004	1138.62781	0.89674	-0.43859	0.05921	0.44256	0.88834	-0.12243	0.0011	0.13599	0.99071
-128.73157	914.51034	1138.42022	0.89651	-0.43911	0.05876	0.44302	0.88824	-0.1215	0.00116	0.13496	0.99085
-128.70729	914.22518	1138.17451	0.89638	-0.43945	0.05823	0.44329	0.88824	-0.12053	0.00124	0.13385	0.991
-128.62629	913.95309	1138.01985	0.89613	-0.43998	0.05809	0.44379	0.8881	-0.11967	0.00106	0.13302	0.99111
-128.61536	913.63882	1137.87867	0.89584	-0.44061	0.05776	0.44438	0.88789	-0.11907	0.00118	0.13233	0.9912
-128.50239	913.40861	1137.73183	0.89551	-0.44139	0.05688	0.44504	0.88769	-0.1181	0.00164	0.13107	0.99137
-128.55131	913.0031	1137.49287	0.89544	-0.44149	0.05725	0.44519	0.88772	-0.11735	0.00099	0.13056	0.99144
-128.53931	912.66567	1137.35913	0.89523	-0.44195	0.05695	0.44561	0.88762	-0.11647	0.00092	0.12964	0.99156
-128.51171	912.33306	1137.22612	0.89502	-0.44239	0.0568	0.44602	0.88756	-0.11538	0.00063	0.1286	0.9917
-128.49269	911.98141	1137.05133	0.89478	-0.44289	0.05667	0.4465	0.88748	-0.11413	0.00026	0.12742	0.99185
-128.5376	911.67206	1136.94702	0.89475	-0.44302	0.05615	0.44657	0.8876	-0.11291	0.00018	0.1261	0.99202
-128.55561	911.37114	1136.81758	0.89478	-0.44296	0.05622	0.44652	0.88775	-0.11194	-0.00032	0.12526	0.99212
-128.60039	911.0434	1136.67088	0.89479	-0.44299	0.05573	0.44648	0.8879	-0.11087	-0.00037	0.12409	0.99227
-128.68523	910.74015	1136.65365	0.89503	-0.44256	0.05525	0.446	0.88826	-0.10995	-0.00042	0.12305	0.9924
-128.79237	910.40128	1136.55134	0.89524	-0.44217	0.05508	0.44558	0.88865	-0.10844	-0.001	0.12162	0.99258
-128.83854	910.07984	1136.52894	0.89569	-0.44126	0.05513	0.44468	0.88928	-0.10694	-0.00184	0.1203	0.99274
-128.96624	909.81192	1136.55687	0.89616	-0.44029	0.05514	0.44372	0.88992	-0.1056	-0.00257	0.1191	0.99288
-129.07663	909.50493	1136.58171	0.89668	-0.43922	0.05524	0.44267	0.89058	-0.10443	-0.00333	0.1181	0.993
-129.18309	909.23286	1136.5876	0.89734	-0.43785	0.05544	0.44133	0.89139	-0.10322	-0.00422	0.11709	0.99311
-129.27526	908.94825	1136.68402	0.89807	-0.43634	0.05546	0.43983	0.89224	-0.10227	-0.00486	0.11624	0.99321
-129.35762	908.75196	1136.80436	0.89849	-0.43555	0.05486	0.43896	0.89283	-0.10084	-0.00507	0.11468	0.99339
-129.55663	908.45376	1136.86205	0.89943	-0.43359	0.05502	0.43702	0.89392	-0.09954	-0.00602	0.11358	0.99351
-129.75579	908.17625	1136.81032	0.90028	-0.43177	0.05538	0.43525	0.89481	-0.09936	-0.00665	0.11356	0.99351
-129.9158	907.94186	1136.85016	0.90097	-0.43032	0.05556	0.43382	0.89566	-0.09793	-0.00763	0.11233	0.99364
-130.08326	907.66796	1136.9347	0.90167	-0.42882	0.05575	0.43234	0.8965	-0.09675	-0.00849	0.11134	0.99375
-130.24281	907.40925	1136.99407	0.90236	-0.42732	0.05602	0.43088	0.89733	-0.09564	-0.00939	0.11044	0.99384
-130.34041	907.15101	1137.11618	0.90296	-0.42604	0.05614	0.4296	0.89813	-0.09384	-0.01044	0.10885	0.994
-130.49812	906.86127	1137.19143	0.90354	-0.42484	0.05597	0.42837	0.89887	-0.09239	-0.01106	0.10745	0.99415
-130.66951	906.58109	1137.25285	0.90401	-0.42384	0.05587	0.42735	0.89948	-0.09116	-0.01161	0.10629	0.99427
-130.79688	906.28144	1137.25518	0.90452	-0.42275	0.05592	0.42625	0.90014	-0.08979	-0.01238	0.10506	0.99439
-130.93438	905.97872	1137.27324	0.90494	-0.42187	0.05581	0.42535	0.9007	-0.08847	-0.01294	0.1038	0.99451
-131.05506	905.66383	1137.24881	0.90533	-0.42103	0.05583	0.4245	0.9012	-0.0874	-0.01352	0.10283	0.99461
-131.29601	905.25464	1137.14451	0.90579	-0.42	0.05614	0.4235	0.90172	-0.08688	-0.01413	0.10247	0.99464
-131.42789	904.94006	1137.09786	0.90597	-0.41959	0.05619	0.42308	0.90202	-0.0858	-0.01469	0.1015	0.99473
-131.56756	904.56002	1137.03471	0.9061	-0.41934	0.05594	0.42279	0.90226	-0.08473	-0.01494	0.10043	0.99483
-131.65283	904.21514	1136.96171	0.90612	-0.41934	0.05567	0.42275	0.90236	-0.08384	-0.01508	0.09951	0.99492
-131.74617	903.84319	1136.86577	0.90599	-0.41967	0.05521	0.42302	0.90231	-0.08303	-0.01497	0.09858	0.99502
-131.85621	903.443	1136.63922	0.90583	-0.42011	0.0546	0.42338	0.90226	-0.08168	-0.01495	0.09711	0.99516
-131.90923	903.0306	1136.50752	0.90561	-0.42065	0.05409	0.42386	0.9021	-0.08102	-0.01471	0.0963	0.99524
-131.96635	902.67025	1136.34426	0.90528	-0.42142	0.05367	0.42457	0.90184	-0.08009	-0.01466	0.09529	0.99534
-131.97841	902.28537	1136.23575	0.90498	-0.42213	0.05314	0.42522	0.90155	-0.07996	-0.01416	0.09496	0.99538
-132.00188	901.88017	1136.03995	0.90452	-0.4232	0.05241	0.42622	0.90113	-0.07935	-0.01365	0.09411	0.99547
-132.041	901.47064	1135.8513	0.90399	-0.42442	0.05161	0.42734	0.90067	-0.07853	-0.01315	0.09304	0.99558
-132.03342	901.047	1135.65214	0.90348	-0.4256	0.05086	0.42844	0.90021	-0.07785	-0.01265	0.09213	0.99567
-132.06086	900.6116	1135.4201	0.90284	-0.42707	0.04991	0.42981	0.8996	-0.07732	-0.01188	0.09126	0.99576
-132.0689	900.19503	1135.24021	0.90226	-0.42839	0.0491	0.43105	0.89907	-0.07668	-0.0113	0.09035	0.99585
-132.08666	899.79345	1135.04016	0.90164	-0.42979	0.0483	0.43236	0.89849	-0.07598	-0.01074	0.08939	0.99594
-132.12764	899.37817	1134.81093	0.90094	-0.43135	0.04733	0.43382	0.89783	-0.07546	-0.00994	0.08852	0.99603
-132.13849	898.95594	1134.55774	0.90027	-0.43287	0.04624	0.43524	0.89718	-0.07506	-0.00899	0.0877	0.99611
-132.24153	898.56806	1134.31039	0.8996	-0.43434	0.0454	0.43663	0.89656	-0.07442	-0.00838	0.08677	0.99619
-132.34651	898.20139	1134.04012	0.89903	-0.43561	0.04459	0.43782	0.89602	-0.07395	-0.00774	0.086	0.99627
-132.47553	897.83967	1133.8253	0.8985	-0.43678	0.0438	0.43892	0.89554	-0.07327	-0.00722	0.08505	0.99635
-132.64741	897.48497	1133.56015	0.89793	-0.43802	0.04319	0.44009	0.89498	-0.073	-0.00668	0.08455	0.9964
-132.81549	897.19951	1133.22678	0.89737	-0.43919	0.04281	0.44122	0.89447	-0.07242	-0.00649	0.08388	0.99645
-133.06962	896.89101	1132.94291	0.89701	-0.43993	0.04279	0.44196	0.89413	-0.07211	-0.00653	0.08359	0.99648
-133.45473	896.5312	1132.55799	0.89684	-0.44031	0.04253	0.44231	0.89397	-0.07192	-0.00635	0.08332	0.9965
-133.6795	896.27613	1132.19762	0.8965	-0.44096	0.04287	0.44298	0.89371	-0.07104	-0.00699	0.08268	0.99655
-134.07868	895.89855	1131.69381	0.89634	-0.44129	0.04282	0.44331	0.8935	-0.07158	-0.00667	0.08314	0.99652
-134.47659	895.62421	1131.33464	0.89616	-0.44163	0.04319	0.44368	0.89339	-0.07069	-0.00737	0.08251	0.99656
-134.93554	895.30909	1130.94274	0.89597	-0.44202	0.04311	0.44406	0.89322	-0.07046	-0.00736	0.08228	0.99658
-135.47554	894.92319	1130.58404	0.89598	-0.44195	0.04366	0.44403	0.89325	-0.07033	-0.00792	0.0824	0.99657
-136.03748	894.56571	1130.2357	0.896	-0.44183	0.04432	0.44397	0.89331	-0.06998	-0.00867	0.08237	0.99656
-136.70165	894.11231	1129.86967	0.8961	-0.44155	0.04507	0.44375	0.89339	-0.07028	-0.00924	0.08298	0.99651
-137.37257	893.64378	1129.65259	0.89617	-0.44136	0.04549	0.44358	0.89357	-0.06903	-0.01018	0.08204	0.99658
-138.12582	893.12988	1129.45879	0.8964	-0.44085	0.04592	0.44311	0.89384	-0.06862	-0.0108	0.08187	0.99658
-138.98024	892.56884	1129.26803	0.89667	-0.44027	0.04639	0.44255	0.89417	-0.06782	-0.01162	0.08135	0.99662
-139.8752	891.97065	1129.06689	0.89697	-0.43957	0.0471	0.44191	0.89455	-0.06713	-0.01263	0.08103	0.99663
-140.86817	891.33606	1128.93616	0.89728	-0.43885	0.04792	0.44125	0.89489	-0.06686	-0.01354	0.08114	0.99661
-141.91942	890.63662	1128.8085	0.89753	-0.43825	0.04874	0.44071	0.89517	-0.06661	-0.01444	0.08126	0.99659
-143.0259	889.8714	1128.73315	0.89778	-0.43769	0.04921	0.44019	0.89547	-0.06606	-0.01515	0.08097	0.9966
-144.19492	889.00848	1128.68247	0.89798	-0.43718	0.05009	0.43974	0.89572	-0.06562	-0.01618	0.08095	0.99659
-145.48408	888.12928	1128.6412	0.89815	-0.43675	0.05073	0.43936	0.89595	-0.06507	-0.01703	0.08073	0.99659
-146.83645	887.12996	1128.55508	0.89835	-0.43621	0.05183	0.4389	0.89621	-0.06465	-0.01826	0.08083	0.99656
-148.28348	886.11077	1128.49536	0.89832	-0.43617	0.05262	0.43891	0.89623	-0.06418	-0.01917	0.08075	0.99655
-149.77744	884.94924	1128.36221	0.89831	-0.43606	0.05384	0.43889	0.89631	-0.06337	-0.02063	0.08056	0.99654
-151.40313	883.7147	1128.20034	0.89821	-0.43613	0.05487	0.43902	0.8963	-0.06246	-0.02194	0.08019	0.99654
-153.11241	882.39973	1128.0745	0.89794	-0.43658	0.05572	0.43952	0.89612	-0.06166	-0.02301	0.07986	0.99654
-154.92078	881.07578	1127.9605	0.89765	-0.43703	0.05691	0.44004	0.89593	-0.06069	-0.02447	0.07952	0.99653
-156.80473	879.55898	1127.8116	0.89732	-0.43756	0.05792	0.44064	0.89568	-0.05997	-0.02564	0.07933	0.99652
-158.76785	877.99245	1127.65225	0.89685	-0.43843	0.05865	0.44153	0.8953	-0.05911	-0.0266	0.07891	0.99653
-160.85229	876.28891	1127.41436	0.89628	-0.43945	0.05972	0.44262	0.89481	-0.05842	-0.02776	0.07879	0.9965
-162.99526	874.49626	1127.32678	0.89566	-0.4406	0.0606	0.44383	0.89421	-0.05831	-0.02849	0.07912	0.99646
-165.22938	872.61992	1127.26117	0.89495	-0.44194	0.06121	0.44522	0.89353	-0.05824	-0.02896	0.07938	0.99642
