NO_OF_FRAMES	6345
NO_OF_CAMERAS	9
NO_OF_BODIES	2
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-05, 22:12:12.664	27737.25340530
DATA_INCLUDED	6D
BODY_NAMES	drone	hunter
BODY_FILTERS	No filter	No filter
TRANSLATION_ORIGIN	Global	Global	
ROTATION_ORIGIN	Global	Global	
Frame	Time	drone X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		hunter X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
446	4.45000	1194.31425	-52.28713	1196.04518	-0.70466	10.13379	1.67285	0.59242	0.98398	0.02703	-0.17622	-0.02874	0.99956	-0.00716	0.17595	0.01211	0.98433		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
447	4.46000	1194.03779	-55.86880	1198.82361	-0.45616	10.03654	1.56430	0.56468	0.98433	0.02591	-0.17442	-0.02688	0.99963	-0.00320	0.17428	0.00784	0.98467		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
448	4.47000	1193.80788	-59.60207	1201.47778	-0.21785	9.95901	1.47306	0.54867	0.98461	0.02505	-0.17298	-0.02532	0.99968	0.00064	0.17294	0.00374	0.98492		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
449	4.48000	1193.55131	-63.33025	1204.23463	-0.02460	9.83831	1.38650	0.53412	0.98501	0.02412	-0.17083	-0.02384	0.99971	0.00371	0.17087	0.00042	0.98529		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
450	4.49000	1193.27582	-67.06192	1207.11936	0.17726	9.66238	1.33194	0.54880	0.98555	0.02376	-0.16772	-0.02291	0.99971	0.00699	0.16784	-0.00305	0.98581		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
451	4.50000	1193.09173	-70.93273	1210.15733	0.47306	9.41643	1.26634	0.47731	0.98628	0.02345	-0.16338	-0.02180	0.99969	0.01187	0.16361	-0.00815	0.98649		-530.05840	-1598.67076	384.48545	-1.46752	2.65344	43.11610	3.01633	0.72919	0.68239	-0.05129	-0.68275	0.73054	0.01294	0.04629	0.02558	0.99860	
452	4.51000	1192.74938	-74.72428	1213.23651	0.83057	9.29805	1.25205	0.53670	0.98663	0.02419	-0.16120	-0.02156	0.99961	0.01802	0.16157	-0.01431	0.98676		-533.42644	-1596.20229	382.78188	-0.89936	0.12838	42.79408	0.55438	0.73380	0.67926	-0.01231	-0.67936	0.73373	-0.01000	0.00224	0.01570	0.99987	
453	4.52000	1192.51623	-78.59620	1216.37516	1.18462	9.14224	1.22406	0.47042	0.98707	0.02464	-0.15837	-0.02109	0.99949	0.02406	0.15889	-0.02041	0.98709		-535.32266	-1594.49266	382.61859	-0.92141	-0.14792	42.76270	0.66687	0.73417	0.67891	-0.00902	-0.67896	0.73405	-0.01356	-0.00258	0.01608	0.99987	
454	4.53000	1192.40127	-82.54201	1219.45738	1.47361	9.00410	1.17709	0.44970	0.98747	0.02456	-0.15589	-0.02029	0.99938	0.02892	0.15651	-0.02540	0.98735		-537.80719	-1592.21704	382.33493	-1.11628	0.05315	42.78234	0.81767	0.73394	0.67907	-0.01391	-0.67921	0.73381	-0.01367	0.00093	0.01948	0.99981	
455	4.54000	1192.27255	-86.53928	1222.27937	1.72380	8.81121	1.12955	0.44866	0.98801	0.02431	-0.15249	-0.01948	0.99926	0.03309	0.15318	-0.02973	0.98775		-539.94278	-1590.66063	382.33511	-1.55665	0.08762	42.91040	0.88511	0.73242	0.68057	-0.01962	-0.68085	0.73218	-0.01886	0.00153	0.02717	0.99963	
456	4.55000	1192.24561	-90.66550	1225.01261	1.96590	8.53685	1.04030	0.41718	0.98876	0.02324	-0.14771	-0.01795	0.99915	0.03699	0.14845	-0.03392	0.98834		-541.92566	-1589.29002	382.08900	-1.47816	0.18253	43.00527	0.83973	0.73129	0.68178	-0.01992	-0.68206	0.73110	-0.01669	0.00319	0.02580	0.99966	
457	4.56000	1192.12331	-94.60588	1227.67383	2.19032	8.39854	0.99211	0.54488	0.98913	0.02288	-0.14527	-0.01713	0.99902	0.04074	0.14606	-0.03781	0.98855		-543.82968	-1587.99306	382.22245	-1.37009	0.20282	43.17662	0.72408	0.72924	0.68399	-0.01894	-0.68425	0.72910	-0.01502	0.00354	0.02391	0.99971	
458	4.57000	1192.16765	-98.69486	1230.58183	2.43227	8.24461	0.91929	0.51814	0.98954	0.02211	-0.14257	-0.01588	0.99887	0.04473	0.14340	-0.04200	0.98877		-545.91260	-1586.55718	382.15821	-1.38159	0.19306	43.35709	0.72061	0.72708	0.68628	-0.01900	-0.68654	0.72693	-0.01522	0.00337	0.02411	0.99970	
459	4.58000	1192.28762	-102.97281	1233.68580	2.69953	8.09709	0.81411	0.38271	0.98993	0.02083	-0.14001	-0.01407	0.99870	0.04909	0.14085	-0.04663	0.98893		-547.96888	-1585.43308	382.53594	-1.43928	0.09890	43.44376	0.86282	0.72605	0.68739	-0.01852	-0.68764	0.72585	-0.01705	0.00173	0.02512	0.99968	
460	4.59000	1192.38894	-107.08401	1236.76388	2.94152	7.99930	0.75672	0.35150	0.99018	0.02033	-0.13829	-0.01308	0.99850	0.05315	0.13916	-0.05082	0.98897		-549.82159	-1583.81124	382.47729	-1.44035	0.19954	43.56832	0.85417	0.72455	0.68894	-0.01985	-0.68921	0.72438	-0.01581	0.00348	0.02514	0.99968	
461	4.60000	1192.33247	-111.11098	1239.57863	3.15848	7.93050	0.74912	0.47485	0.99035	0.02066	-0.13703	-0.01295	0.99830	0.05689	0.13797	-0.05457	0.98893		-551.78741	-1582.25146	382.44756	-1.40217	0.57582	43.73466	0.65543	0.72251	0.69093	-0.02418	-0.69128	0.72250	-0.01074	0.01005	0.02447	0.99965	
462	4.61000	1192.50899	-115.30586	1242.58398	3.33487	7.73232	0.69927	0.41466	0.99083	0.02001	-0.13360	-0.01209	0.99814	0.05981	0.13455	-0.05764	0.98923		-553.59224	-1580.89373	382.40222	-1.42270	0.58631	43.76420	0.67754	0.72215	0.69130	-0.02456	-0.69166	0.72215	-0.01085	0.01023	0.02483	0.99964	
463	4.62000	1192.60248	-119.36155	1245.50659	3.46379	7.59983	0.66377	0.43072	0.99115	0.01955	-0.13130	-0.01148	0.99801	0.06194	0.13225	-0.05989	0.98941		-555.76075	-1579.33212	382.20933	-1.33600	0.32276	43.87594	0.84410	0.72083	0.69282	-0.02022	-0.69309	0.72074	-0.01290	0.00563	0.02332	0.99971	
464	4.63000	1192.70396	-123.42955	1248.50188	3.55571	7.50380	0.62551	0.42173	0.99138	0.01899	-0.12966	-0.01082	0.99793	0.06344	0.13059	-0.06149	0.98953		-557.58106	-1577.94549	382.20558	-1.39454	0.51048	43.99408	0.86505	0.71938	0.69422	-0.02331	-0.69456	0.71935	-0.01132	0.00891	0.02434	0.99966	
465	4.64000	1192.84779	-127.43425	1251.53882	3.61114	7.42834	0.55985	0.40014	0.99156	0.01789	-0.12841	-0.00969	0.99789	0.06424	0.12929	-0.06246	0.98964		-558.36782	-1577.22795	381.19385	-0.43973	0.40811	44.35585	1.51864	0.71499	0.69905	-0.01046	-0.69909	0.71503	-0.00051	0.00712	0.00767	0.99995	
466	4.65000	1193.05600	-131.35724	1254.59471	3.70143	7.38886	0.48996	0.41098	0.99166	0.01684	-0.12778	-0.00848	0.99781	0.06565	0.12860	-0.06402	0.98963		-560.30940	-1575.92198	381.14299	-0.24535	0.23873	44.42752	1.57815	0.71413	0.69999	-0.00597	-0.70000	0.71414	-0.00014	0.00417	0.00428	0.99998	
467	4.66000	1193.26461	-135.26784	1257.67223	3.80567	7.37936	0.41677	0.41992	0.99169	0.01578	-0.12767	-0.00721	0.99771	0.06730	0.12844	-0.06582	0.98953		-562.25640	-1574.36981	381.18659	-0.37544	0.30053	44.50493	1.54192	0.71318	0.70093	-0.00833	-0.70096	0.71320	-0.00100	0.00525	0.00655	0.99996	
468	4.67000	1193.57072	-139.11197	1260.80905	3.92670	7.36907	0.33841	0.43863	0.99172	0.01468	-0.12755	-0.00586	0.99758	0.06923	0.12826	-0.06791	0.98941		-564.32398	-1572.66520	381.53185	-0.93586	0.23836	44.34155	1.06098	0.71518	0.69879	-0.01439	-0.69893	0.71514	-0.00877	0.00416	0.01633	0.99986	
469	4.68000	1193.86759	-142.90619	1264.06320	4.04995	7.28292	0.25811	0.44391	0.99192	0.01345	-0.12613	-0.00447	0.99745	0.07119	0.12677	-0.07006	0.98946		-566.69843	-1570.94869	381.52825	-1.20359	0.23703	44.36529	0.87240	0.71489	0.69901	-0.01764	-0.69922	0.71480	-0.01212	0.00414	0.02100	0.99977	
470	4.69000	1194.28194	-146.59845	1267.37601	4.19080	7.23467	0.16903	0.43802	0.99203	0.01215	-0.12538	-0.00293	0.99729	0.07345	0.12593	-0.07250	0.98939		-568.61962	-1569.45586	381.43479	-1.30187	0.23302	44.44201	0.96791	0.71395	0.69994	-0.01881	-0.70018	0.71384	-0.01337	0.00407	0.02272	0.99973	
471	4.70000	1194.62681	-150.22722	1270.60505	4.33361	7.19284	0.06579	0.42211	0.99213	0.01061	-0.12476	-0.00114	0.99713	0.07571	0.12521	-0.07497	0.98929		-570.35717	-1568.06773	381.43598	-1.26169	0.22314	44.54333	0.74614	0.71271	0.70122	-0.01822	-0.70144	0.71261	-0.01296	0.00389	0.02202	0.99975	
472	4.71000	1195.04776	-153.76278	1273.89868	4.44438	7.25922	-0.01527	0.40735	0.99198	0.00953	-0.12600	0.00026	0.99700	0.07746	0.12636	-0.07687	0.98900		-572.24156	-1566.68333	381.46687	-1.28448	0.27592	44.61404	0.87894	0.71185	0.70207	-0.01917	-0.70232	0.71175	-0.01258	0.00482	0.02242	0.99974	
473	4.72000	1195.46127	-157.18861	1277.06708	4.50682	7.35124	-0.10454	0.40508	0.99178	0.00824	-0.12770	0.00181	0.99692	0.07834	0.12795	-0.07793	0.98871		-573.94714	-1565.17473	381.36996	-1.21467	0.36387	44.72429	0.86642	0.71049	0.70344	-0.01943	-0.70368	0.71044	-0.01059	0.00635	0.02120	0.99976	
474	4.73000	1195.83435	-160.44412	1280.37386	4.53215	7.44402	-0.19553	0.39063	0.99157	0.00684	-0.12942	0.00338	0.99690	0.07858	0.12956	-0.07835	0.98847		-575.88774	-1563.94298	381.35807	-1.13749	0.25603	44.75541	0.92046	0.71011	0.70388	-0.01715	-0.70407	0.71004	-0.01095	0.00447	0.01985	0.99979	
475	4.74000	1196.24380	-163.55693	1283.66599	4.50631	7.49950	-0.25707	0.39837	0.99144	0.00578	-0.13047	0.00445	0.99694	0.07798	0.13052	-0.07790	0.98838		-577.48392	-1562.45163	381.25685	-1.19262	0.42407	44.82116	0.96743	0.70929	0.70463	-0.01992	-0.70488	0.70927	-0.00955	0.00740	0.02081	0.99976	
476	4.75000	1196.66590	-166.56773	1286.98252	4.44732	7.55984	-0.29671	0.39833	0.99129	0.00504	-0.13157	0.00513	0.99703	0.07686	0.13156	-0.07687	0.98832		-579.44398	-1561.07566	381.24714	-1.17168	0.37159	44.88948	0.95498	0.70845	0.70550	-0.01902	-0.70573	0.70841	-0.00991	0.00649	0.02045	0.99977	
477	4.76000	1197.13629	-169.40002	1290.41132	4.30030	7.60453	-0.32301	0.41145	0.99119	0.00430	-0.13238	0.00559	0.99722	0.07424	0.13233	-0.07432	0.98841		-580.69630	-1559.89917	381.30336	-1.03707	0.78078	45.11577	1.09120	0.70561	0.70824	-0.02244	-0.70847	0.70574	-0.00312	0.01363	0.01810	0.99974	
478	4.77000	1197.62283	-172.09780	1293.71879	4.05546	7.71556	-0.31821	0.41838	0.99093	0.00395	-0.13431	0.00550	0.99753	0.06998	0.13426	-0.07008	0.98847		-583.27045	-1558.26787	381.46296	-0.99060	0.29312	45.00610	0.85308	0.70702	0.70701	-0.01584	-0.70717	0.70699	-0.00861	0.00512	0.01729	0.99984	
479	4.78000	1198.17872	-174.55789	1297.00755	3.71864	7.87140	-0.28387	0.40292	0.99057	0.00394	-0.13698	0.00491	0.99793	0.06418	0.13695	-0.06425	0.98849		-585.01834	-1556.65190	381.46722	-1.18935	0.48350	45.14547	0.87541	0.70528	0.70862	-0.02066	-0.70887	0.70528	-0.00866	0.00844	0.02076	0.99975	
480	4.79000	1198.73322	-176.99018	1300.26734	3.31753	8.04235	-0.21583	0.38464	0.99016	0.00434	-0.13989	0.00373	0.99835	0.05734	0.13991	-0.05730	0.98851		-586.85667	-1555.16333	381.45956	-1.27444	0.37969	45.17949	0.86272	0.70487	0.70904	-0.02045	-0.70930	0.70482	-0.01098	0.00663	0.02224	0.99973	
481	4.80000	1199.33979	-179.19064	1303.65972	2.86841	8.20510	-0.11724	0.41322	0.98976	0.00510	-0.14264	0.00203	0.99876	0.04975	0.14272	-0.04953	0.98852		-588.93998	-1553.72516	381.34907	-1.22621	0.37720	45.25280	0.93725	0.70396	0.70996	-0.01983	-0.71020	0.70392	-0.01039	0.00658	0.02140	0.99975	
482	4.81000	1199.96199	-181.17270	1307.04135	2.40707	8.33656	0.02687	0.43878	0.98943	0.00656	-0.14484	-0.00046	0.99911	0.04207	0.14499	-0.04156	0.98856		-590.74615	-1552.14728	381.34080	-1.33992	0.46666	45.34055	0.87843	0.70287	0.71097	-0.02236	-0.71127	0.70283	-0.01064	0.00814	0.02338	0.99969	
483	4.82000	1200.53309	-183.05772	1310.27260	2.00731	8.44451	0.21049	0.42865	0.98915	0.00882	-0.14663	-0.00363	0.99936	0.03557	0.14685	-0.03465	0.98855		-592.72044	-1550.59164	381.30534	-1.23760	0.43277	45.33098	0.86301	0.70299	0.71090	-0.02067	-0.71116	0.70296	-0.00981	0.00755	0.02160	0.99974	
484	4.83000	1201.09698	-184.74613	1313.40899	1.64152	8.54887	0.43436	0.42126	0.98886	0.01184	-0.14837	-0.00750	0.99953	0.02977	0.14865	-0.02833	0.98848		-594.70767	-1549.00858	381.13378	-1.14885	0.39455	45.42375	0.84807	0.70184	0.71208	-0.01911	-0.71230	0.70182	-0.00917	0.00689	0.02005	0.99978	
485	4.84000	1201.65493	-186.27831	1316.48287	1.23156	8.73576	0.68553	0.42712	0.98833	0.01523	-0.15157	-0.01183	0.99966	0.02331	0.15188	-0.02124	0.98817		-596.67873	-1547.36388	381.13955	-1.27217	0.38790	45.42801	0.92227	0.70179	0.71209	-0.02057	-0.71235	0.70174	-0.01076	0.00677	0.02220	0.99973	
486	4.85000	1202.20682	-187.63503	1319.56290	0.82840	8.97796	0.94742	0.41404	0.98761	0.01879	-0.15578	-0.01633	0.99972	0.01704	0.15605	-0.01428	0.98765		-598.75637	-1545.83916	381.17747	-1.21293	0.32550	45.51621	0.92144	0.70070	0.71320	-0.01908	-0.71344	0.70064	-0.01078	0.00568	0.02117	0.99976	
487	4.86000	1202.66800	-188.62577	1322.52002	0.36399	9.27010	1.25018	0.52690	0.98670	0.02284	-0.16091	-0.02153	0.99972	0.00987	0.16109	-0.00627	0.98692		-600.48342	-1544.11663	381.03837	-1.21605	0.46295	45.57635	0.88138	0.69994	0.71390	-0.02081	-0.71416	0.69992	-0.00909	0.00808	0.02122	0.99974	
488	4.87000	1203.36668	-189.73540	1325.58767	-0.10361	9.45440	1.49228	0.48437	0.98608	0.02575	-0.16425	-0.02569	0.99967	0.00247	0.16426	0.00178	0.98642		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
489	4.88000	1203.78127	-190.52703	1328.31254	-0.57177	9.70316	1.76054	0.57678	0.98523	0.02904	-0.16876	-0.03028	0.99953	-0.00480	0.16854	0.00984	0.98565		-604.24346	-1540.63887	380.86781	-1.42983	0.75690	45.78294	0.99501	0.69732	0.71625	-0.02709	-0.71664	0.69740	-0.00794	0.01321	0.02495	0.99960	
490	4.89000	1204.31368	-191.29830	1331.16187	-1.01564	9.86232	1.98479	0.56738	0.98463	0.03159	-0.17177	-0.03412	0.99935	-0.01178	0.17128	0.01746	0.98507		-606.20060	-1539.35132	380.79956	-1.12631	0.49012	45.69932	0.80286	0.69840	0.71543	-0.02004	-0.71566	0.69841	-0.00761	0.00855	0.01966	0.99977	
491	4.90000	1204.95146	-191.91356	1333.96228	-1.43342	9.94104	2.13834	0.50118	0.98430	0.03299	-0.17339	-0.03675	0.99915	-0.01856	0.17263	0.02464	0.98468		-608.00157	-1537.22988	380.60885	-1.17688	0.28363	45.24779	1.08437	0.70403	0.70994	-0.01807	-0.71015	0.70397	-0.01095	0.00495	0.02054	0.99978	
492	4.91000	1205.38598	-192.31411	1336.56453	-1.80002	10.09554	2.32123	0.58492	0.98371	0.03498	-0.17633	-0.03987	0.99891	-0.02429	0.17529	0.03092	0.98403		-610.25634	-1535.53732	380.31774	-1.01102	0.04521	45.24070	1.09598	0.70413	0.70995	-0.01308	-0.71007	0.70403	-0.01186	0.00079	0.01764	0.99984	
493	4.92000	1206.00919	-192.81990	1339.12768	-2.22273	10.15456	2.39690	0.49676	0.98347	0.03496	-0.17764	-0.04117	0.99866	-0.03138	0.17630	0.03818	0.98360		-612.33133	-1534.48224	380.41545	-0.86260	0.22490	45.71700	0.78784	0.69820	0.71578	-0.01352	-0.71589	0.69817	-0.00770	0.00393	0.01505	0.99988	
494	4.93000	1206.54005	-193.10423	1341.46606	-2.65215	10.26231	2.46977	0.51570	0.98309	0.03481	-0.17979	-0.04240	0.99836	-0.03856	0.17815	0.04553	0.98295		-614.40108	-1532.76510	380.38752	-0.93924	0.29625	45.77807	0.79685	0.69743	0.71649	-0.01535	-0.71663	0.69741	-0.00773	0.00517	0.01639	0.99985	
495	4.94000	1207.05591	-193.40043	1343.61231	-3.07237	10.33053	2.50393	0.52251	0.98285	0.03402	-0.18124	-0.04298	0.99803	-0.04572	0.17933	0.05273	0.98238		-616.33214	-1531.25077	380.40570	-0.98034	0.35871	45.83567	0.78983	0.69670	0.71716	-0.01663	-0.71733	0.69669	-0.00743	0.00626	0.01711	0.99983	
496	4.95000	1207.48925	-193.67171	1345.63361	-3.42883	10.36688	2.48125	0.54161	0.98275	0.03246	-0.18205	-0.04259	0.99774	-0.05198	0.17995	0.05883	0.98191		-618.34419	-1529.21340	380.10421	-0.92032	0.02743	45.36378	1.10265	0.70260	0.71148	-0.01177	-0.71158	0.70252	-0.01094	0.00048	0.01606	0.99987	
497	4.96000	1207.79205	-193.80798	1347.50901	-3.72396	10.41793	2.46436	0.61551	0.98261	0.03117	-0.18307	-0.04229	0.99747	-0.05713	0.18083	0.06388	0.98144		-620.29370	-1527.69608	380.01647	-0.85230	-0.14471	45.43421	1.18004	0.70173	0.71239	-0.00883	-0.71244	0.70162	-0.01224	-0.00253	0.01487	0.99989	
498	4.97000	1208.29822	-194.19642	1349.54130	-3.94056	10.31967	2.35575	0.49450	0.98299	0.02871	-0.18139	-0.04044	0.99730	-0.06132	0.17914	0.06761	0.98150		-621.78957	-1526.28767	380.00637	-1.41867	0.56048	45.28531	1.29402	0.70354	0.71023	-0.02447	-0.71059	0.70353	-0.01047	0.00978	0.02476	0.99965	
499	4.98000	1208.69808	-194.53442	1351.31046	-4.14121	10.20718	2.26402	0.50198	0.98341	0.02661	-0.17946	-0.03888	0.99712	-0.06518	0.17721	0.07107	0.98160		-623.82161	-1524.79292	379.75448	-1.14123	0.58923	45.20804	1.28041	0.70450	0.70938	-0.02138	-0.70963	0.70454	-0.00674	0.01028	0.01992	0.99975	
500	4.99000	1209.03446	-194.85537	1353.01414	-4.29071	10.09346	2.14582	0.49537	0.98383	0.02424	-0.17744	-0.03686	0.99699	-0.06822	0.17525	0.07366	0.98176		-625.86235	-1523.13587	379.85847	-0.71427	0.11198	45.43509	0.99331	0.70172	0.71238	-0.01025	-0.71245	0.70168	-0.00736	0.00195	0.01247	0.99992	
501	5.00000	1209.28473	-195.18357	1354.44632	-4.43186	10.05397	2.05269	0.60724	0.98401	0.02223	-0.17671	-0.03527	0.99685	-0.07099	0.17458	0.07609	0.98170		-627.77595	-1521.53615	379.66917	-0.62113	-0.18024	45.39657	1.00038	0.70219	0.71197	-0.00551	-0.71198	0.70213	-0.00985	-0.00315	0.01084	0.99994	
502	5.01000	1209.56004	-195.62659	1355.82136	-4.56362	10.04250	1.92848	0.61991	0.98412	0.01968	-0.17640	-0.03314	0.99673	-0.07367	0.17438	0.07835	0.98156		-630.01002	-1519.72469	379.61796	-0.71618	-0.14714	45.28385	1.18168	0.70359	0.71057	-0.00708	-0.71060	0.70352	-0.01062	-0.00257	0.01250	0.99992	
503	5.02000	1209.96616	-196.25664	1357.20910	-4.61004	10.01226	1.78495	0.51072	0.98429	0.01708	-0.17572	-0.03067	0.99672	-0.07494	0.17386	0.07915	0.98158		-632.55209	-1518.07237	379.38481	-0.29863	-0.51736	44.91927	1.71106	0.70807	0.70613	0.00271	-0.70608	0.70806	-0.01007	-0.00903	0.00521	0.99995	
504	5.03000	1210.10923	-196.63740	1358.60939	-4.57545	10.08977	1.67901	0.53925	0.98411	0.01524	-0.17689	-0.02885	0.99679	-0.07462	0.17519	0.07854	0.98140		-634.43327	-1516.53521	379.46145	-0.36300	-0.52313	44.89232	1.61805	0.70840	0.70580	0.00200	-0.70575	0.70838	-0.01093	-0.00913	0.00634	0.99994	
505	5.04000	1210.44578	-197.28542	1360.15624	-4.52420	9.95959	1.53454	0.41290	0.98458	0.01306	-0.17447	-0.02638	0.99689	-0.07423	0.17295	0.07769	0.98186		-636.09654	-1515.22562	379.45495	-0.55263	-0.53584	45.04845	1.46990	0.70648	0.70774	-0.00022	-0.70767	0.70641	-0.01343	-0.00935	0.00964	0.99991	
506	5.05000	1210.56103	-197.83371	1361.49964	-4.44967	9.90057	1.45923	0.53145	0.98479	0.01205	-0.17334	-0.02509	0.99700	-0.07319	0.17194	0.07643	0.98214		-635.82385	-1513.62864	380.51984	-1.77690	0.48519	46.14898	2.06998	0.69276	0.72061	-0.02822	-0.72112	0.69264	-0.01538	0.00847	0.03101	0.99948	
507	5.06000	1210.82071	-198.63801	1362.81272	-4.43150	9.74935	1.34264	0.47406	0.98529	0.01028	-0.17060	-0.02309	0.99704	-0.07329	0.16934	0.07615	0.98261		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
508	5.07000	1210.94789	-199.30550	1363.96358	-4.39270	9.70439	1.24603	0.48716	0.98546	0.00877	-0.16970	-0.02143	0.99711	-0.07292	0.16856	0.07550	0.98280		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
509	5.08000	1211.04766	-199.93267	1365.11878	-4.32964	9.82511	1.17692	0.56339	0.98513	0.00760	-0.17167	-0.02024	0.99720	-0.07198	0.17064	0.07439	0.98252		-640.56934	-1510.09692	380.48016	-1.64750	0.34917	46.43425	1.96500	0.68917	0.72416	-0.02503	-0.72457	0.68903	-0.01540	0.00609	0.02875	0.99957	
510	5.09000	1211.23652	-200.69051	1366.52175	-4.28216	9.95773	1.09859	0.53488	0.98475	0.00621	-0.17384	-0.01888	0.99727	-0.07135	0.17292	0.07354	0.98219		-642.37062	-1508.76900	380.39052	-1.71378	0.39514	46.59457	2.01409	0.68714	0.72604	-0.02646	-0.72649	0.68700	-0.01554	0.00690	0.02991	0.99953	
511	5.10000	1211.59509	-201.59704	1368.16944	-4.23148	10.03725	0.99339	0.41731	0.98455	0.00443	-0.17507	-0.01707	0.99735	-0.07076	0.17429	0.07266	0.98201		-644.06358	-1507.57217	380.36799	-1.76182	0.42229	46.68815	2.04209	0.68595	0.72713	-0.02742	-0.72761	0.68581	-0.01573	0.00737	0.03074	0.99950	
512	5.11000	1211.82712	-202.39352	1369.79314	-4.15947	10.14428	0.94807	0.43515	0.98423	0.00373	-0.17684	-0.01629	0.99744	-0.06962	0.17613	0.07140	0.98177		-645.82485	-1506.40522	380.34484	-1.74331	0.43196	46.62979	2.03382	0.68669	0.72644	-0.02729	-0.72691	0.68656	-0.01541	0.00754	0.03042	0.99951	
513	5.12000	1212.06414	-203.26717	1371.44266	-4.07862	10.23763	0.92517	0.42596	0.98395	0.00347	-0.17841	-0.01589	0.99754	-0.06825	0.17773	0.06999	0.98159		-647.47117	-1505.37096	380.32617	-1.71610	0.41616	46.69652	1.95605	0.68584	0.72726	-0.02677	-0.72771	0.68571	-0.01526	0.00726	0.02995	0.99953	
514	5.13000	1212.26688	-204.11381	1372.99820	-4.00641	10.34978	0.95567	0.47129	0.98359	0.00409	-0.18036	-0.01641	0.99763	-0.06687	0.17966	0.06873	0.98133		-649.05129	-1504.10299	380.19686	-1.62605	0.24290	46.77331	1.98324	0.68488	0.72827	-0.02358	-0.72864	0.68470	-0.01635	0.00424	0.02838	0.99959	
515	5.14000	1212.42207	-204.96999	1374.54011	-3.91549	10.53998	1.01931	0.55641	0.98297	0.00526	-0.18368	-0.01749	0.99773	-0.06503	0.18292	0.06713	0.98083		-651.08241	-1503.62068	379.93970	-1.47552	0.35669	46.70851	1.23238	0.68570	0.72752	-0.02301	-0.72786	0.68560	-0.01313	0.00623	0.02575	0.99965	
516	5.15000	1212.72297	-205.97960	1376.39418	-3.78883	10.65595	1.04271	0.46083	0.98259	0.00594	-0.18568	-0.01788	0.99787	-0.06271	0.18491	0.06494	0.98061		-652.53531	-1502.44529	379.85060	-1.42821	0.25594	46.76347	1.21946	0.68501	0.72823	-0.02122	-0.72852	0.68488	-0.01382	0.00447	0.02492	0.99968	
517	5.16000	1212.94866	-206.95599	1378.16591	-3.64324	10.81720	1.09943	0.44703	0.98205	0.00723	-0.18848	-0.01885	0.99802	-0.05994	0.18768	0.06241	0.98025		-654.01818	-1501.41010	379.95146	-1.40311	0.34499	46.79924	1.19220	0.68454	0.72864	-0.02197	-0.72895	0.68446	-0.01237	0.00602	0.02449	0.99968	
518	5.17000	1213.17894	-208.01315	1379.96865	-3.50890	10.96973	1.16060	0.44579	0.98153	0.00857	-0.19113	-0.01988	0.99816	-0.05734	0.19029	0.06009	0.97989		-655.40947	-1500.29405	379.86969	-1.40654	0.34315	46.84777	1.21123	0.68393	0.72922	-0.02200	-0.72953	0.68384	-0.01242	0.00599	0.02455	0.99968	
519	5.18000	1213.37033	-209.08568	1381.65682	-3.38847	11.14363	1.23451	0.46556	0.98092	0.01009	-0.19416	-0.02114	0.99827	-0.05494	0.19327	0.05799	0.97943		-656.45604	-1498.95838	379.72659	-1.69375	0.86782	46.91167	1.59983	0.68305	0.72968	-0.03193	-0.73022	0.68315	-0.00914	0.01515	0.02955	0.99945	
520	5.19000	1213.53525	-210.16216	1383.29478	-3.28030	11.30818	1.32192	0.50916	0.98033	0.01181	-0.19703	-0.02262	0.99835	-0.05269	0.19609	0.05611	0.97898		-657.93652	-1497.94673	379.87432	-1.71315	0.70724	46.91780	1.42653	0.68299	0.72980	-0.03026	-0.73032	0.68301	-0.01141	0.01234	0.02989	0.99948	
