NO_OF_FRAMES	6345
NO_OF_CAMERAS	9
NO_OF_BODIES	2
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2024-12-05, 22:12:12.664	27737.25340530
DATA_INCLUDED	6D
BODY_NAMES	drone	hunter
BODY_FILTERS	No filter	No filter
TRANSLATION_ORIGIN	Global	Global	
ROTATION_ORIGIN	Global	Global	
Frame	Time	drone X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		hunter X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
2588	25.87000	-1794.66740	1101.60560	1412.65807	5.20785	3.42544	-59.30692	1.10629	0.50953	-0.85360	-0.10843	0.85838	0.51300	-0.00484	0.05975	-0.09061	0.99409		771.43451	562.91682	362.25015	-0.18149	-0.34957	-126.33062	0.85416	-0.59243	-0.80562	-0.00106	0.80560	-0.59243	0.00679	-0.00610	0.00317	0.99998	
2589	25.88000	-1792.78145	1105.72726	1414.64644	5.21467	3.41216	-59.41628	1.13589	0.50789	-0.85457	-0.10840	0.85936	0.51135	-0.00478	0.05952	-0.09073	0.99410		772.38115	561.75244	362.36228	-0.11744	-0.42733	-126.48304	0.82282	-0.59457	-0.80404	-0.00279	0.80401	-0.59457	0.00722	-0.00746	0.00205	0.99997	
2590	25.89000	-1790.91704	1109.66483	1416.39238	5.29316	3.43700	-59.60860	1.03606	0.50499	-0.85611	-0.10978	0.86104	0.50852	-0.00482	0.05995	-0.09209	0.99394		773.01302	560.27373	362.13703	-0.53199	-0.28019	-126.36134	1.07499	-0.59287	-0.80529	0.00458	0.80528	-0.59281	0.00944	-0.00489	0.00928	0.99994	
2591	25.90000	-1789.04721	1113.84124	1418.26658	5.24800	3.42148	-59.82355	1.04360	0.50177	-0.85811	-0.10895	0.86294	0.50528	-0.00540	0.05968	-0.09130	0.99403		774.86664	560.10072	363.09698	0.78360	-1.04853	-126.89423	1.65596	-0.60024	-0.79952	-0.02192	0.79961	-0.60048	0.00642	-0.01830	-0.01367	0.99974	
2592	25.91000	-1787.18519	1118.04991	1420.14898	5.20628	3.42028	-60.05930	0.98060	0.49821	-0.86027	-0.10829	0.86500	0.50174	-0.00619	0.05966	-0.09058	0.99410		775.18251	558.18057	362.30655	-0.22202	-0.42280	-126.68631	0.84879	-0.59742	-0.80193	-0.00130	0.80190	-0.59741	0.00823	-0.00738	0.00387	0.99997	
2593	25.92000	-1785.31881	1122.12838	1422.00587	5.20634	3.44418	-60.31612	0.93115	0.49432	-0.86249	-0.10846	0.86720	0.49791	-0.00704	0.06008	-0.09058	0.99408		776.34543	556.94619	362.29708	-0.46962	-0.25609	-126.77847	0.94940	-0.59872	-0.80095	0.00389	0.80095	-0.59867	0.00849	-0.00447	0.00820	0.99996	
2594	25.93000	-1783.39384	1126.03031	1423.71323	5.23076	3.50606	-60.60324	1.01633	0.48994	-0.86488	-0.10932	0.86961	0.49367	-0.00831	0.06115	-0.09100	0.99397		777.48340	555.99010	362.44897	-0.29041	-0.28657	-126.92429	0.97931	-0.60075	-0.79944	0.00105	0.79942	-0.60073	0.00704	-0.00500	0.00507	0.99997	
2595	25.94000	-1781.41410	1130.06589	1425.58763	5.26048	3.52369	-60.85674	0.95127	0.48607	-0.86698	-0.10988	0.87175	0.48987	-0.00880	0.06146	-0.09151	0.99391		778.42909	554.72020	362.57756	-0.38602	-0.04713	-127.12606	0.97205	-0.60357	-0.79729	0.00488	0.79731	-0.60355	0.00472	-0.00082	0.00674	0.99998	
2596	25.95000	-1779.45360	1134.24511	1427.48657	5.28265	3.49411	-61.10705	0.93188	0.48228	-0.86909	-0.10993	0.87390	0.48604	-0.00865	0.06095	-0.09190	0.99390		779.65370	553.61037	362.15169	-1.00981	0.31622	-127.11947	1.17400	-0.60347	-0.79720	0.01738	0.79737	-0.60346	0.00624	0.00552	0.01762	0.99983	
2597	25.96000	-1777.44629	1138.22974	1429.36823	5.17877	3.42553	-61.37950	0.94163	0.47815	-0.87164	-0.10774	0.87624	0.48178	-0.00900	0.05975	-0.09010	0.99414		780.35456	552.42534	362.31417	-0.57820	0.09642	-127.32377	1.05035	-0.60632	-0.79517	0.00905	0.79522	-0.60630	0.00478	0.00168	0.01009	0.99995	
2598	25.97000	-1775.47518	1142.20592	1431.25294	5.06321	3.41301	-61.66222	1.02393	0.47383	-0.87424	-0.10583	0.87860	0.47744	-0.01030	0.05953	-0.08810	0.99433		781.37368	551.44395	362.35023	-0.50170	0.00335	-127.44353	0.98462	-0.60798	-0.79392	0.00699	0.79395	-0.60796	0.00528	0.00006	0.00876	0.99996	
2599	25.98000	-1773.18373	1146.57571	1433.45213	5.08544	3.28504	-62.00313	1.03939	0.46865	-0.87711	-0.10506	0.88152	0.47206	-0.00879	0.05730	-0.08850	0.99443		782.17375	550.32330	362.20782	-0.03585	-0.23070	-127.70161	0.72039	-0.61154	-0.79121	-0.00197	0.79120	-0.61155	0.00357	-0.00403	0.00063	0.99999	
2600	25.99000	-1771.19344	1150.65239	1435.54026	5.03886	3.20603	-62.29250	1.00943	0.46423	-0.87963	-0.10366	0.88395	0.46751	-0.00848	0.05593	-0.08769	0.99458		783.34834	549.44627	362.24076	-0.27694	-0.13954	-127.75941	0.93168	-0.61235	-0.79059	0.00233	0.79059	-0.61233	0.00489	-0.00244	0.00483	0.99999	
2601	26.00000	-1769.16445	1154.33040	1437.53897	4.91116	3.12866	-62.47652	1.04062	0.46142	-0.88141	-0.10105	0.88550	0.46456	-0.00866	0.05458	-0.08548	0.99484		784.21804	548.22928	362.30821	-0.82593	0.22221	-127.71922	1.14369	-0.61179	-0.79090	0.01377	0.79101	-0.61177	0.00575	0.00388	0.01441	0.99989	
2602	26.01000	-1766.80998	1158.57790	1439.95550	4.90313	3.02799	-62.82478	0.99637	0.45608	-0.88430	-0.10007	0.88837	0.45906	-0.00778	0.05282	-0.08535	0.99495		784.60266	546.77363	362.18684	-0.69828	0.22750	-127.84819	1.27642	-0.61357	-0.78955	0.01206	0.78963	-0.61356	0.00434	0.00397	0.01219	0.99992	
2603	26.02000	-1764.81059	1162.54583	1442.34078	4.74928	2.86368	-62.98191	1.05779	0.45370	-0.88593	-0.09638	0.88975	0.45640	-0.00674	0.04996	-0.08269	0.99532		785.52896	545.86657	362.33205	-0.51292	0.15775	-128.03391	1.10241	-0.61613	-0.78760	0.00875	0.78764	-0.61612	0.00335	0.00275	0.00895	0.99996	
2604	26.03000	-1762.53480	1166.71887	1444.82595	4.66189	2.66138	-63.22450	1.01997	0.45001	-0.88812	-0.09341	0.89182	0.45237	-0.00470	0.04643	-0.08119	0.99562		786.66279	545.06925	362.40054	-0.74435	0.23036	-128.16435	1.14241	-0.61791	-0.78614	0.01270	0.78624	-0.61791	0.00487	0.00402	0.01299	0.99991	
2605	26.04000	-1760.00568	1171.15718	1447.45127	4.60621	2.51272	-63.57582	0.96182	0.44459	-0.89106	-0.09136	0.89466	0.44673	-0.00340	0.04384	-0.08023	0.99581		787.44781	544.10508	362.50460	-0.74954	0.12416	-128.16895	1.09229	-0.61798	-0.78611	0.01162	0.78619	-0.61795	0.00638	0.00217	0.01308	0.99991	
2606	26.05000	-1757.75092	1174.88555	1449.73483	4.42000	2.46055	-63.73123	1.05169	0.44217	-0.89260	-0.08805	0.89590	0.44423	-0.00427	0.04293	-0.07700	0.99611		787.98813	542.94721	362.14308	-0.45701	-0.13040	-128.45012	1.03562	-0.62183	-0.78314	0.00483	0.78315	-0.62180	0.00674	-0.00228	0.00798	0.99997	
2607	26.06000	-1755.16024	1178.79449	1452.23878	4.23874	2.32319	-63.93533	1.02806	0.43902	-0.89453	-0.08416	0.89756	0.44088	-0.00384	0.04054	-0.07385	0.99645		789.01527	542.12189	362.56441	-0.51675	0.05892	-128.61711	1.10343	-0.62411	-0.78130	0.00769	0.78133	-0.62409	0.00483	0.00103	0.00902	0.99996	
2608	26.07000	-1752.65216	1183.01103	1455.21058	4.26692	2.26172	-64.16219	1.03704	0.43549	-0.89626	-0.08412	0.89933	0.43726	-0.00299	0.03946	-0.07434	0.99645		789.75817	541.12558	362.47210	-0.84411	-0.10220	-128.49286	1.05176	-0.62242	-0.78262	0.01042	0.78268	-0.62233	0.01057	-0.00178	0.01473	0.99989	
2609	26.08000	-1749.95233	1186.99960	1457.96452	4.24316	2.19431	-64.34111	1.13995	0.43269	-0.89769	-0.08323	0.90073	0.43438	-0.00238	0.03829	-0.07394	0.99653		791.31918	539.53000	361.75616	-0.11343	1.01679	-129.11829	2.58815	-0.63082	-0.77582	0.01273	0.77572	-0.63095	-0.01252	0.01775	0.00198	0.99984	
2610	26.09000	-1747.17297	1191.09555	1460.88720	4.18698	2.12250	-64.48216	1.15970	0.43050	-0.89888	-0.08180	0.90183	0.43208	-0.00188	0.03704	-0.07296	0.99665		791.92093	538.61031	361.55608	-0.09618	0.77293	-129.09975	2.65313	-0.63061	-0.77603	0.00981	0.77598	-0.63069	-0.00941	0.01349	0.00168	0.99991	
2611	26.10000	-1744.28434	1195.05152	1463.78703	4.08640	2.04184	-64.64523	1.17482	0.42795	-0.90029	-0.07961	0.90310	0.42943	-0.00160	0.03563	-0.07122	0.99682		792.07491	537.86057	362.23721	-0.50592	-0.14153	-128.98221	0.99346	-0.62908	-0.77732	0.00531	0.77734	-0.62904	0.00747	-0.00247	0.00883	0.99996	
2612	26.11000	-1741.58882	1199.28309	1466.78511	4.14716	2.05169	-64.98799	0.72865	0.42254	-0.90275	-0.08063	0.90564	0.42405	-0.00178	0.03580	-0.07227	0.99674		792.99952	536.79314	362.29833	-0.40179	-0.07616	-129.12082	1.01672	-0.63096	-0.77580	0.00460	0.77582	-0.63094	0.00546	-0.00133	0.00701	0.99997	
2613	26.12000	-1738.92195	1203.16188	1469.89862	4.05623	1.98298	-65.01416	0.63675	0.42214	-0.90311	-0.07869	0.90587	0.42355	-0.00141	0.03460	-0.07069	0.99690		793.74784	535.77647	362.24927	-0.56318	-0.21888	-129.04410	1.02427	-0.62991	-0.77665	0.00523	0.77666	-0.62986	0.00916	-0.00382	0.00983	0.99994	
2614	26.13000	-1735.96015	1207.05725	1473.00138	4.00602	2.00188	-65.19242	0.71123	0.41932	-0.90448	-0.07804	0.90717	0.42076	-0.00232	0.03493	-0.06982	0.99695		794.83507	534.80048	362.56916	-0.86818	0.19457	-129.10037	1.13547	-0.63068	-0.77592	0.01390	0.77604	-0.63065	0.00692	0.00340	0.01515	0.99988	
2615	26.14000	-1733.00891	1211.13415	1476.29727	4.03632	1.99432	-65.28500	0.66780	0.41785	-0.90512	-0.07846	0.90785	0.41929	-0.00210	0.03480	-0.07035	0.99692		795.36039	533.63726	362.31660	-0.47663	-0.01663	-129.33885	1.03362	-0.63391	-0.77339	0.00625	0.77341	-0.63388	0.00550	-0.00029	0.00832	0.99997	
2616	26.15000	-1730.00535	1215.02363	1479.47590	4.04639	1.97766	-65.38007	0.72296	0.41635	-0.90581	-0.07849	0.90855	0.41777	-0.00190	0.03451	-0.07052	0.99691		796.13759	532.51707	362.38625	-0.59851	-0.16627	-129.34007	1.04080	-0.63392	-0.77337	0.00624	0.77339	-0.63386	0.00887	-0.00290	0.01045	0.99994	
2617	26.16000	-1726.93658	1218.85916	1482.54922	3.95546	1.99843	-65.47875	0.75204	0.41478	-0.90664	-0.07720	0.90925	0.41623	-0.00302	0.03487	-0.06894	0.99701		796.81049	531.25827	362.28179	-0.74333	-0.02591	-129.48846	1.09340	-0.63592	-0.77169	0.00972	0.77175	-0.63586	0.00860	-0.00045	0.01297	0.99992	
2618	26.17000	-1724.07303	1222.92539	1485.87432	3.88556	1.98729	-65.57030	0.63648	0.41333	-0.90740	-0.07601	0.90992	0.41477	-0.00347	0.03468	-0.06772	0.99710		797.77011	530.16286	362.57948	-1.01855	0.17915	-129.63737	1.21143	-0.63792	-0.76994	0.01568	0.77009	-0.63787	0.00893	0.00313	0.01778	0.99984	
2619	26.18000	-1721.15239	1226.61966	1488.98590	3.80373	2.01155	-65.69447	0.75834	0.41135	-0.90840	-0.07487	0.91080	0.41282	-0.00461	0.03510	-0.06630	0.99718		798.73040	529.15546	362.64334	-0.99090	0.18162	-129.70029	1.17126	-0.63877	-0.76925	0.01533	0.76939	-0.63872	0.00861	0.00317	0.01729	0.99985	
2620	26.19000	-1718.22583	1230.48454	1492.17371	3.76423	2.00320	-65.76647	0.74587	0.41021	-0.90897	-0.07418	0.91132	0.41166	-0.00486	0.03496	-0.06561	0.99723		799.79916	528.12013	362.81587	-0.88073	0.00553	-129.73698	1.10922	-0.63926	-0.76890	0.01188	0.76899	-0.63919	0.00975	0.00010	0.01537	0.99988	
2621	26.20000	-1715.34085	1234.26435	1495.28049	3.81366	2.00833	-65.79643	0.74447	0.40973	-0.90912	-0.07500	0.91153	0.41120	-0.00462	0.03504	-0.06647	0.99717		800.70151	526.73818	362.80360	-0.71186	0.19725	-130.19032	1.24947	-0.64532	-0.76382	0.01171	0.76390	-0.64531	0.00539	0.00344	0.01242	0.99992	
2622	26.21000	-1712.63110	1237.85150	1498.33183	3.82659	2.01767	-65.89019	0.62813	0.40823	-0.90977	-0.07526	0.91220	0.40972	-0.00480	0.03521	-0.06670	0.99715		801.97032	525.75775	362.97804	-0.76262	-0.17226	-129.73106	1.04457	-0.63918	-0.76901	0.00831	0.76905	-0.63910	0.01082	-0.00301	0.01331	0.99991	
2623	26.22000	-1709.82787	1241.44681	1501.18979	3.87845	2.00804	-65.89092	0.70185	0.40822	-0.90971	-0.07602	0.91221	0.40970	-0.00428	0.03504	-0.06760	0.99710		802.88500	524.10056	362.82507	-0.99561	0.09370	-130.07925	1.14487	-0.64385	-0.76502	0.01435	0.76515	-0.64377	0.00994	0.00164	0.01738	0.99985	
2624	26.23000	-1707.16768	1245.00781	1503.99695	3.96455	2.02975	-65.92398	0.67688	0.40769	-0.90982	-0.07754	0.91243	0.40921	-0.00405	0.03542	-0.06910	0.99698		804.00920	522.61907	362.88729	-0.73551	0.15668	-130.49031	1.29583	-0.64932	-0.76043	0.01154	0.76051	-0.64929	0.00626	0.00273	0.01284	0.99991	
2625	26.24000	-1704.52185	1248.28367	1506.58218	3.92454	2.00250	-65.92196	0.82564	0.40773	-0.90987	-0.07671	0.91243	0.40921	-0.00390	0.03494	-0.06840	0.99705		805.38499	521.61202	363.15364	-0.43884	-0.18083	-130.48259	1.26872	-0.64921	-0.76060	0.00378	0.76060	-0.64918	0.00737	-0.00316	0.00766	0.99997	
2626	26.25000	-1702.02967	1251.88995	1509.51860	4.08521	2.01984	-65.89896	0.75004	0.40809	-0.90948	-0.07939	0.91226	0.40960	-0.00300	0.03525	-0.07120	0.99684		807.15178	519.37245	362.20196	-0.34703	0.92215	-130.71225	2.46212	-0.65218	-0.75792	0.01509	0.75790	-0.65232	-0.00825	0.01609	0.00606	0.99985	
2627	26.26000	-1699.58012	1255.13783	1512.11932	4.22190	2.01803	-65.93222	0.75240	0.40756	-0.90953	-0.08154	0.91250	0.40908	-0.00204	0.03521	-0.07357	0.99667		807.99360	519.17534	363.32741	-0.88750	0.54373	-130.93114	1.83915	-0.65512	-0.75531	0.01792	0.75546	-0.65518	0.00298	0.00949	0.01549	0.99984	
2628	26.27000	-1697.08866	1258.32838	1514.70420	4.21112	1.85919	-65.91645	0.83034	0.40785	-0.90951	-0.08024	0.91247	0.40914	0.00043	0.03244	-0.07339	0.99678		809.12257	517.89637	363.41271	-1.03116	0.43096	-130.81917	1.80920	-0.65366	-0.75657	0.01854	0.75675	-0.65367	0.00607	0.00752	0.01800	0.99981	
2629	26.28000	-1694.85600	1261.62513	1517.40691	4.44901	1.84630	-65.99202	0.74140	0.40665	-0.90972	-0.08393	0.91301	0.40792	0.00222	0.03222	-0.07753	0.99647		809.64996	515.59949	363.02319	-0.62759	0.20977	-131.11119	1.22474	-0.65752	-0.75336	0.01066	0.75343	-0.65751	0.00444	0.00366	0.01095	0.99993	
2630	26.29000	-1692.51611	1264.50534	1519.74356	4.50510	1.69617	-66.07942	0.78433	0.40529	-0.91034	-0.08377	0.91371	0.40634	0.00488	0.02960	-0.07851	0.99647		811.14741	514.51295	363.30441	-1.12650	0.73897	-131.43477	1.92507	-0.66171	-0.74940	0.02327	0.74965	-0.66183	0.00334	0.01290	0.01966	0.99972	
2631	26.30000	-1690.59664	1268.92490	1522.87695	4.85778	1.69176	-66.24978	1.68832	0.40257	-0.91102	-0.08936	0.91491	0.40359	0.00718	0.02952	-0.08465	0.99597		812.50630	513.19123	363.40784	-1.01802	0.82852	-131.74486	1.89306	-0.66575	-0.74583	0.02288	0.74604	-0.66590	0.00104	0.01446	0.01777	0.99974	
2632	26.31000	-1688.35444	1271.86593	1525.27376	4.94496	1.56113	-66.31747	1.62343	0.40152	-0.91143	-0.08984	0.91545	0.40232	0.00977	0.02724	-0.08617	0.99591		813.21898	511.39513	363.09814	-0.85540	0.14963	-131.41702	1.05087	-0.66153	-0.74981	0.01292	0.74991	-0.66149	0.00792	0.00261	0.01493	0.99989	
2633	26.32000	-1686.16438	1274.38285	1527.51805	4.88273	1.43744	-66.29306	1.07967	0.40193	-0.91143	-0.08798	0.91533	0.40255	0.01134	0.02509	-0.08509	0.99606		814.34445	509.90218	362.86829	-0.42275	-0.05052	-131.60603	0.93331	-0.66400	-0.74771	0.00493	0.74773	-0.66398	0.00556	-0.00088	0.00738	0.99997	
2634	26.33000	-1684.13011	1277.58382	1530.17466	4.87997	1.33756	-66.39459	1.10632	0.40033	-0.91221	-0.08726	0.91608	0.40080	0.01275	0.02334	-0.08505	0.99610		815.71027	508.46949	363.06632	-0.82178	0.18710	-131.62393	1.12577	-0.66423	-0.74741	0.01289	0.74752	-0.66421	0.00709	0.00327	0.01434	0.99989	
2635	26.34000	-1682.03930	1280.58247	1532.68226	4.87904	1.19103	-66.42718	1.05199	0.39983	-0.91252	-0.08624	0.91635	0.40009	0.01503	0.02079	-0.08503	0.99616		817.72750	507.94109	363.89137	-0.93077	0.84651	-131.72023	1.76858	-0.66542	-0.74615	0.02196	0.74632	-0.66559	-0.00022	0.01477	0.01624	0.99976	
2636	26.35000	-1679.94839	1283.63840	1535.13280	4.97177	1.06953	-66.48181	1.19842	0.39897	-0.91284	-0.08689	0.91677	0.39902	0.01753	0.01867	-0.08665	0.99606		818.36136	505.86432	363.64669	-0.49310	-0.09067	-131.74464	0.98229	-0.66581	-0.74610	0.00537	0.74612	-0.66578	0.00691	-0.00158	0.00861	0.99996	
2637	26.36000	-1677.85169	1286.77638	1537.68466	4.98759	0.92950	-66.55232	1.17482	0.39786	-0.91339	-0.08619	0.91730	0.39770	0.01977	0.01622	-0.08693	0.99608		819.38099	504.24704	363.39953	-0.19621	-0.09418	-132.15486	0.82958	-0.67114	-0.74133	0.00144	0.74133	-0.67113	0.00352	-0.00164	0.00342	0.99999	
2638	26.37000	-1675.74270	1289.93308	1540.31016	5.00997	0.79931	-66.62849	1.19563	0.39665	-0.91396	-0.08568	0.91786	0.39629	0.02189	0.01395	-0.08732	0.99608		820.44256	503.00198	363.39124	-0.03752	-0.22361	-132.25211	0.67923	-0.67239	-0.74020	-0.00214	0.74019	-0.67239	0.00333	-0.00390	0.00065	0.99999	
2639	26.38000	-1673.59401	1292.98635	1542.96964	5.06009	0.69342	-66.72090	1.16924	0.39518	-0.91459	-0.08578	0.91852	0.39465	0.02378	0.01210	-0.08819	0.99603		822.12009	502.46107	363.61756	-0.49966	0.63340	-132.22316	1.84716	-0.67198	-0.74044	0.01389	0.74049	-0.67207	-0.00233	0.01105	0.00872	0.99990	
2640	26.39000	-1671.47532	1296.16410	1545.64443	5.13706	0.56762	-66.77082	1.24637	0.39439	-0.91489	-0.08617	0.91889	0.39364	0.02625	0.00991	-0.08953	0.99593		823.34776	501.28102	363.66178	-0.44007	0.64366	-132.33421	1.77372	-0.67341	-0.73915	0.01324	0.73918	-0.67350	-0.00313	0.01123	0.00768	0.99991	
2641	26.40000	-1669.32792	1299.20317	1548.31057	5.14522	0.49737	-66.85691	1.28163	0.39301	-0.91552	-0.08586	0.91949	0.39216	0.02730	0.00868	-0.08968	0.99593		823.83162	499.52216	363.36556	-0.32425	0.06956	-132.11786	0.84527	-0.67066	-0.74175	0.00501	0.74177	-0.67065	0.00289	0.00121	0.00566	0.99998	
2642	26.41000	-1667.11055	1302.14491	1550.97718	5.02714	0.37564	-66.90498	0.93112	0.39225	-0.91609	-0.08317	0.91984	0.39128	0.02837	0.00656	-0.08763	0.99613		824.91881	498.02916	363.49903	-0.59332	0.07156	-132.41789	0.99246	-0.67453	-0.73820	0.00849	0.73824	-0.67451	0.00606	0.00125	0.01036	0.99995	
2643	26.42000	-1664.45725	1305.11685	1553.42312	4.97362	0.24263	-67.03802	0.95023	0.39012	-0.91715	-0.08147	0.92076	0.38899	0.02994	0.00423	-0.08670	0.99623		826.61992	497.42459	363.78883	-0.91796	0.80153	-132.85945	2.03731	-0.68014	-0.73278	0.02126	0.73295	-0.68028	0.00064	0.01399	0.01602	0.99977	
2644	26.43000	-1662.22962	1308.16961	1556.15878	4.97812	0.14755	-67.11820	0.98594	0.38883	-0.91775	-0.08094	0.92131	0.38757	0.03138	0.00258	-0.08678	0.99622		827.86576	496.79820	363.95161	-1.01331	0.87301	-132.36147	1.78124	-0.67373	-0.73861	0.02333	0.73882	-0.67390	0.00066	0.01524	0.01768	0.99973	
2645	26.44000	-1660.19835	1311.43831	1559.07378	5.04381	0.08336	-67.15251	0.90230	0.38828	-0.91792	-0.08158	0.92154	0.38689	0.03280	0.00145	-0.08792	0.99613		828.25100	494.94939	363.47856	-0.71861	0.33972	-132.23041	1.19951	-0.67210	-0.74034	0.01327	0.74044	-0.67212	0.00404	0.00593	0.01254	0.99990	
2646	26.45000	-1658.13123	1314.75297	1562.08107	5.14941	0.06694	-67.16994	0.84975	0.38800	-0.91790	-0.08317	0.92166	0.38653	0.03375	0.00117	-0.08975	0.99596		828.94847	493.27998	363.35065	-0.59533	0.42867	-132.87422	1.33846	-0.68037	-0.73276	0.01270	0.73283	-0.68041	0.00159	0.00748	0.01039	0.99992	
2647	26.46000	-1655.97878	1317.91375	1564.99810	5.19853	0.01970	-67.19985	0.90787	0.38752	-0.91806	-0.08366	0.92186	0.38595	0.03480	0.00034	-0.09061	0.99589		829.85428	492.32226	363.48191	-0.29711	0.31781	-133.09029	1.16465	-0.68314	-0.73025	0.00758	0.73027	-0.68316	-0.00051	0.00555	0.00519	0.99997	
2648	26.47000	-1653.83863	1321.03139	1567.94657	5.25586	-0.02011	-67.23296	0.84525	0.38699	-0.91822	-0.08433	0.92209	0.38533	0.03577	-0.00035	-0.09160	0.99580		831.34384	492.35974	363.90740	-0.73635	0.80812	-132.89795	1.81741	-0.68063	-0.73238	0.01901	0.73249	-0.68077	-0.00158	0.01410	0.01285	0.99982	
2649	26.48000	-1651.61493	1324.14951	1570.78525	5.31678	-0.03605	-67.25539	0.94112	0.38662	-0.91829	-0.08521	0.92224	0.38491	0.03640	-0.00063	-0.09266	0.99570		832.17579	491.56820	364.05400	-0.49735	0.63050	-133.10669	1.75095	-0.68332	-0.72999	0.01386	0.73004	-0.68340	-0.00210	0.01100	0.00868	0.99990	
2650	26.49000	-1649.47029	1327.42122	1573.84928	5.35658	-0.04419	-67.26651	0.94354	0.38645	-0.91831	-0.08580	0.92231	0.38469	0.03678	-0.00077	-0.09335	0.99563		832.11899	489.60334	363.65963	-0.15637	-0.06587	-133.27553	0.71286	-0.68551	-0.72807	0.00120	0.72807	-0.68550	0.00271	-0.00115	0.00273	1.00000	
2651	26.50000	-1647.28805	1330.25241	1576.70066	5.41843	-0.04228	-67.18134	0.94696	0.38782	-0.91765	-0.08675	0.92174	0.38602	0.03730	-0.00074	-0.09443	0.99553		832.68383	488.52545	363.51844	-0.17831	-0.01611	-133.59485	0.86158	-0.68955	-0.72423	0.00206	0.72423	-0.68955	0.00235	-0.00028	0.00311	1.00000	
2652	26.51000	-1644.99053	1333.78271	1579.75061	5.55173	0.04404	-67.40476	1.00464	0.38422	-0.91888	-0.08961	0.92324	0.38249	0.03646	0.00077	-0.09674	0.99531		833.28733	487.81565	363.61670	-0.21445	-0.39671	-133.59056	1.10266	-0.68948	-0.72430	-0.00206	0.72427	-0.68948	0.00760	-0.00692	0.00374	0.99997	
2653	26.52000	-1642.53346	1336.80328	1582.50244	5.56465	0.01887	-67.40393	1.05056	0.38423	-0.91887	-0.08965	0.92324	0.38245	0.03696	0.00033	-0.09697	0.99529		834.08842	485.75390	363.13785	-0.04282	-0.18130	-133.67114	1.04551	-0.69051	-0.72332	-0.00164	0.72331	-0.69052	0.00280	-0.00316	0.00075	0.99999	
2654	26.53000	-1639.77059	1340.03003	1585.44361	5.61797	-0.04012	-67.21639	1.23163	0.38725	-0.91757	-0.08999	0.92197	0.38533	0.03855	-0.00070	-0.09789	0.99520		834.97330	484.72966	363.19114	0.22642	-0.32025	-133.83876	0.81861	-0.69262	-0.72127	-0.00672	0.72128	-0.69264	0.00129	-0.00559	-0.00395	0.99998	
2655	26.54000	-1637.67317	1343.32490	1588.32955	5.66875	0.05509	-67.37384	1.31597	0.38472	-0.91848	-0.09154	0.92303	0.38292	0.03712	0.00096	-0.09878	0.99511		836.54380	484.50987	363.82643	-0.47181	0.59079	-134.10390	2.03344	-0.69592	-0.71800	0.01309	0.71804	-0.69600	-0.00167	0.01031	0.00823	0.99991	
2656	26.55000	-1635.07053	1346.40410	1590.95364	5.73884	0.08178	-67.35520	1.30335	0.38502	-0.91823	-0.09283	0.92291	0.38322	0.03719	0.00143	-0.09999	0.99499		836.70379	482.48989	363.26393	0.28015	-0.24893	-134.01505	0.80019	-0.69484	-0.71913	-0.00654	0.71915	-0.69485	-0.00027	-0.00434	-0.00489	0.99998	
2657	26.56000	-1632.51343	1349.85968	1593.84001	5.72524	0.11849	-67.38329	1.39266	0.38456	-0.91841	-0.09288	0.92310	0.38284	0.03646	0.00207	-0.09976	0.99501		838.08000	481.94077	363.79124	-0.72811	0.81218	-134.25562	2.15740	-0.69779	-0.71605	0.01899	0.71616	-0.69793	-0.00128	0.01417	0.01271	0.99982	
2658	26.57000	-1630.16137	1353.20974	1596.80220	5.86917	0.28626	-67.41386	1.40213	0.38407	-0.91827	-0.09632	0.92329	0.38253	0.03469	0.00500	-0.10226	0.99475		838.12783	479.66991	363.12526	0.13625	-0.02769	-134.34604	1.00146	-0.69899	-0.71513	-0.00204	0.71513	-0.69899	-0.00132	-0.00048	-0.00238	1.00000	
2659	26.58000	-1627.80349	1356.17424	1599.57631	5.76193	0.44276	-67.48987	1.73513	0.38284	-0.91885	-0.09569	0.92378	0.38163	0.03133	0.00773	-0.10039	0.99492		839.79844	479.53489	364.03901	-0.66768	0.60836	-134.39426	2.22168	-0.69955	-0.71441	0.01575	0.71450	-0.69963	0.00057	0.01062	0.01165	0.99988	
2660	26.59000	-1625.22696	1359.41331	1602.23774	5.75466	0.51185	-67.49866	1.90098	0.38269	-0.91887	-0.09604	0.92383	0.38160	0.03016	0.00893	-0.10026	0.99492		840.29614	477.86060	363.84876	-0.39839	0.83394	-134.99107	2.38726	-0.70692	-0.70713	0.01521	0.70714	-0.70705	-0.00538	0.01455	0.00695	0.99987	
