-176.671	-2098.642	389.305	81.204
-176.601	-2098.684	389.27	81.218
-176.552	-2098.738	389.273	81.217
-176.263	-2098.967	389.9	81.043
-176.266	-2099.018	389.894	81.051
-176.266	-2098.836	389.59	81.311
-176.212	-2098.849	389.614	81.328
-176.167	-2098.855	389.638	81.332
-176.126	-2098.853	389.662	81.323
-176.115	-2098.827	389.626	81.317
-176.105	-2098.794	389.589	81.31
-176.102	-2098.773	389.576	81.262
-176.107	-2098.748	389.563	81.215
-176.118	-2098.72	389.547	81.169
-176.134	-2098.689	389.526	81.126
-176.153	-2098.658	389.508	81.084
-176.174	-2098.628	389.492	81.043
-176.192	-2098.6	389.48	81.002
-176.208	-2098.574	389.471	80.973
-176.224	-2098.552	389.462	80.958
-176.237	-2098.532	389.457	80.955
-176.248	-2098.516	389.452	80.953
-176.257	-2098.502	389.449	80.951
-176.263	-2098.49	389.444	80.949
-176.267	-2098.482	389.441	80.948
-176.268	-2098.476	389.439	80.947
-176.268	-2098.473	389.436	80.945
-176.265	-2098.472	389.435	80.944
-176.262	-2098.473	389.434	80.944
-176.258	-2098.473	389.432	80.943
-176.254	-2098.472	389.43	80.942
-176.252	-2098.47	389.425	80.942
-176.25	-2098.465	389.421	80.942
-176.252	-2098.457	389.417	80.941
-176.256	-2098.442	389.414	80.941
-176.262	-2098.42	389.41	80.94
-176.272	-2098.389	389.407	80.938
-176.286	-2098.347	389.403	80.937
-176.304	-2098.292	389.401	80.935
-176.326	-2098.222	389.398	80.932
-176.353	-2098.137	389.397	80.929
-176.384	-2098.034	389.398	80.926
-176.418	-2097.913	389.402	80.922
-176.457	-2097.775	389.408	80.917
-176.5	-2097.619	389.415	80.911
-176.546	-2097.447	389.422	80.904
-176.597	-2097.262	389.432	80.896
-176.653	-2097.063	389.443	80.886
-176.712	-2096.853	389.456	80.873
-176.777	-2096.636	389.469	80.859
-176.846	-2096.413	389.484	80.842
-176.919	-2096.186	389.5	80.822
-176.997	-2095.958	389.515	80.799
-177.08	-2095.73	389.53	80.774
-177.168	-2095.504	389.543	80.748
-177.26	-2095.283	389.556	80.718
-177.356	-2095.066	389.569	80.686
-177.457	-2094.852	389.581	80.654
-177.561	-2094.641	389.594	80.62
-177.668	-2094.433	389.605	80.587
-177.777	-2094.229	389.615	80.553
-177.89	-2094.028	389.623	80.521
-178.005	-2093.831	389.628	80.489
-178.122	-2093.639	389.633	80.457
-178.241	-2093.451	389.636	80.427
-178.362	-2093.268	389.638	80.397
-178.486	-2093.087	389.637	80.369
-178.611	-2092.911	389.633	80.342
-178.736	-2092.74	389.626	80.314
-178.864	-2092.572	389.616	80.286
-178.995	-2092.404	389.606	80.258
-179.127	-2092.235	389.595	80.229
-179.262	-2092.059	389.586	80.198
-179.398	-2091.872	389.579	80.167
-179.537	-2091.667	389.571	80.136
-179.675	-2091.44	389.564	80.103
-179.813	-2091.184	389.56	80.069
-179.949	-2090.897	389.56	80.034
-180.085	-2090.572	389.563	79.999
-180.219	-2090.207	389.572	79.964
-180.351	-2089.799	389.583	79.93
-180.48	-2089.346	389.596	79.897
-180.606	-2088.847	389.61	79.865
-180.731	-2088.301	389.623	79.834
-180.854	-2087.709	389.638	79.804
-180.977	-2087.073	389.653	79.776
-181.104	-2086.393	389.669	79.748
-181.234	-2085.668	389.685	79.722
-181.369	-2084.899	389.699	79.697
-181.511	-2084.087	389.711	79.674
-181.662	-2083.23	389.721	79.651
-181.822	-2082.332	389.728	79.628
-181.989	-2081.392	389.735	79.604
-182.166	-2080.413	389.742	79.58
-182.353	-2079.399	389.749	79.555
-182.549	-2078.352	389.755	79.53
-182.753	-2077.28	389.759	79.505
-182.963	-2076.188	389.761	79.479
-183.18	-2075.084	389.764	79.451
-183.405	-2073.972	389.763	79.424
-183.634	-2072.859	389.764	79.394
-183.863	-2071.755	389.766	79.364
-184.095	-2070.664	389.769	79.333
-184.329	-2069.593	389.77	79.303
-184.563	-2068.547	389.769	79.273
-184.793	-2067.529	389.766	79.244
-185.019	-2066.542	389.76	79.216
-185.241	-2065.582	389.753	79.19
-185.461	-2064.648	389.743	79.165
-185.674	-2063.737	389.73	79.14
-185.882	-2062.849	389.714	79.118
-186.086	-2061.977	389.695	79.1
-186.287	-2061.116	389.672	79.084
-186.486	-2060.259	389.645	79.072
-186.685	-2059.4	389.616	79.061
-186.886	-2058.529	389.586	79.053
-187.094	-2057.642	389.556	79.045
-187.306	-2056.732	389.529	79.039
-187.526	-2055.793	389.504	79.032
-187.755	-2054.819	389.48	79.027
-187.997	-2053.803	389.456	79.022
-188.252	-2052.742	389.434	79.015
-188.521	-2051.631	389.411	79.006
-188.806	-2050.465	389.389	78.993
-189.11	-2049.239	389.368	78.976
-189.431	-2047.953	389.346	78.953
-189.772	-2046.603	389.322	78.927
-190.134	-2045.186	389.294	78.895
-190.519	-2043.698	389.264	78.858
-190.93	-2042.14	389.23	78.816
-191.366	-2040.513	389.195	78.769
-191.828	-2038.82	389.159	78.715
-192.316	-2037.059	389.125	78.657
-192.83	-2035.232	389.092	78.593
-193.373	-2033.343	389.06	78.525
-193.941	-2031.394	389.028	78.453
-194.536	-2029.387	388.997	78.38
-195.158	-2027.326	388.972	78.302
-195.806	-2025.218	388.948	78.221
-196.476	-2023.067	388.926	78.136
-197.168	-2020.88	388.908	78.047
-197.88	-2018.66	388.89	77.954
-198.61	-2016.414	388.872	77.858
-199.354	-2014.15	388.852	77.758
-200.112	-2011.875	388.831	77.654
-200.877	-2009.596	388.809	77.546
-201.649	-2007.32	388.783	77.434
-202.422	-2005.057	388.759	77.317
-203.194	-2002.813	388.732	77.197
-203.961	-2000.597	388.704	77.073
-204.722	-1998.413	388.675	76.948
-205.474	-1996.267	388.645	76.822
-206.215	-1994.163	388.615	76.695
-206.943	-1992.105	388.585	76.571
-207.658	-1990.092	388.556	76.448
-208.357	-1988.128	388.527	76.329
-209.043	-1986.211	388.499	76.215
-209.713	-1984.342	388.473	76.105
-210.367	-1982.518	388.447	76.001
-211.003	-1980.74	388.419	75.903
-211.623	-1979.005	388.39	75.811
-212.223	-1977.314	388.358	75.725
-212.806	-1975.667	388.324	75.645
-213.374	-1974.063	388.287	75.571
-213.928	-1972.503	388.251	75.502
-214.468	-1970.988	388.217	75.436
-214.997	-1969.518	388.182	75.371
-215.513	-1968.095	388.147	75.306
-216.022	-1966.721	388.112	75.241
-216.525	-1965.398	388.077	75.176
-217.025	-1964.126	388.049	75.108
-217.524	-1962.906	388.024	75.039
-218.024	-1961.739	388.005	74.965
-218.525	-1960.628	387.993	74.887
-219.025	-1959.573	387.985	74.802
-219.525	-1958.571	387.98	74.712
-220.027	-1957.624	387.977	74.617
-220.526	-1956.735	387.985	74.517
-221.023	-1955.903	388.004	74.411
-221.517	-1955.127	388.03	74.299
-222.008	-1954.403	388.066	74.182
-222.496	-1953.732	388.107	74.061
-222.981	-1953.109	388.154	73.936
-223.462	-1952.529	388.205	73.808
-223.942	-1951.985	388.261	73.676
-224.422	-1951.47	388.323	73.543
-224.901	-1950.979	388.39	73.409
-225.38	-1950.503	388.463	73.274
-225.863	-1950.025	388.528	73.139
-226.352	-1949.532	388.576	73.007
-226.847	-1949.019	388.619	72.877
-227.345	-1948.475	388.65	72.75
-227.848	-1947.892	388.668	72.624
-228.356	-1947.269	388.682	72.5
-228.868	-1946.603	388.69	72.378
-229.385	-1945.895	388.691	72.259
-229.908	-1945.143	388.679	72.141
-230.436	-1944.354	388.661	72.024
-230.97	-1943.532	388.635	71.908
-231.511	-1942.686	388.611	71.79
-232.058	-1941.833	388.603	71.671
-232.616	-1940.972	388.591	71.55
-233.185	-1940.115	388.59	71.427
-233.767	-1939.266	388.599	71.303
-234.36	-1938.418	388.605	71.177
-234.964	-1937.573	388.607	71.051
-235.576	-1936.728	388.609	70.923
-236.197	-1935.886	388.623	70.794
-236.824	-1935.038	388.635	70.667
-237.457	-1934.178	388.647	70.541
-238.092	-1933.303	388.656	70.418
-238.725	-1932.4	388.657	70.299
-239.355	-1931.468	388.66	70.182
-239.98	-1930.5	388.659	70.07
-240.601	-1929.493	388.652	69.96
-241.22	-1928.45	388.651	69.854
-241.84	-1927.369	388.653	69.752
-242.465	-1926.251	388.658	69.652
-243.097	-1925.091	388.659	69.554
-243.738	-1923.892	388.663	69.456
-244.394	-1922.656	388.669	69.359
-245.066	-1921.383	388.678	69.261
-245.762	-1920.075	388.688	69.162
-246.482	-1918.732	388.699	69.06
-247.23	-1917.356	388.712	68.957
-248.003	-1915.952	388.731	68.85
-248.799	-1914.519	388.753	68.739
-249.616	-1913.058	388.78	68.623
-250.456	-1911.567	388.807	68.505
-251.319	-1910.05	388.835	68.385
-252.2	-1908.51	388.861	68.263
-253.096	-1906.948	388.889	68.14
-254	-1905.373	388.92	68.016
-254.911	-1903.784	388.952	67.892
-255.822	-1902.192	388.985	67.768
-256.727	-1900.6	389.021	67.645
-257.632	-1899.004	389.05	67.525
-258.534	-1897.409	389.073	67.409
-259.432	-1895.819	389.087	67.298
-260.315	-1894.246	389.106	67.19
-261.181	-1892.692	389.127	67.084
-262.032	-1891.157	389.152	66.981
-262.872	-1889.639	389.166	66.882
-263.71	-1888.128	389.162	66.788
-264.54	-1886.632	389.149	66.698
-265.372	-1885.143	389.119	66.612
-266.207	-1883.656	389.071	66.53
-267.046	-1882.176	389.011	66.45
-267.889	-1880.7	388.939	66.372
-268.741	-1879.228	388.855	66.295
-269.61	-1877.753	388.753	66.218
-270.499	-1876.272	388.635	66.143
-271.407	-1874.786	388.5	66.068
-272.33	-1873.304	388.371	65.99
-273.262	-1871.827	388.252	65.908
-274.207	-1870.351	388.14	65.823
-275.162	-1868.878	388.04	65.733
-276.128	-1867.406	387.951	65.639
-277.105	-1865.932	387.873	65.542
-278.092	-1864.456	387.807	65.441
-279.084	-1862.977	387.751	65.337
-280.081	-1861.492	387.705	65.23
-281.078	-1860.004	387.665	65.121
-282.075	-1858.511	387.634	65.012
-283.074	-1857.012	387.602	64.903
-284.07	-1855.508	387.571	64.795
-285.062	-1854.003	387.538	64.69
-286.047	-1852.5	387.506	64.587
-287.018	-1851.007	387.478	64.487
-287.975	-1849.531	387.45	64.39
-288.912	-1848.076	387.422	64.297
-289.83	-1846.651	387.396	64.208
-290.724	-1845.261	387.373	64.123
-291.591	-1843.914	387.356	64.043
-292.428	-1842.617	387.343	63.965
-293.232	-1841.375	387.332	63.89
-294.002	-1840.192	387.319	63.818
-294.736	-1839.07	387.304	63.749
-295.432	-1838.015	387.287	63.682
-296.094	-1837.026	387.263	63.618
-296.721	-1836.102	387.236	63.556
-297.315	-1835.241	387.206	63.494
-297.876	-1834.442	387.172	63.433
-298.41	-1833.696	387.135	63.374
-298.919	-1832.999	387.093	63.315
-299.406	-1832.342	387.051	63.255
-299.879	-1831.719	387.008	63.194
-300.339	-1831.125	386.966	63.133
-300.795	-1830.551	386.928	63.071
-301.247	-1829.992	386.891	63.009
-301.7	-1829.439	386.858	62.945
-302.155	-1828.887	386.829	62.879
-302.615	-1828.331	386.805	62.812
-303.082	-1827.766	386.784	62.742
-303.557	-1827.192	386.765	62.67
-304.042	-1826.607	386.748	62.595
-304.54	-1826.009	386.732	62.518
-305.051	-1825.396	386.716	62.439
-305.576	-1824.765	386.704	62.357
-306.115	-1824.117	386.695	62.27
-306.67	-1823.452	386.688	62.178
-307.241	-1822.774	386.682	62.081
-307.828	-1822.086	386.677	61.98
-308.431	-1821.388	386.672	61.873
-309.053	-1820.683	386.667	61.761
-309.694	-1819.97	386.664	61.642
-310.354	-1819.252	386.662	61.519
-311.032	-1818.529	386.662	61.39
-311.729	-1817.805	386.664	61.256
-312.446	-1817.08	386.661	61.118
-313.182	-1816.356	386.656	60.976
-313.933	-1815.631	386.65	60.829
-314.703	-1814.903	386.644	60.68
-315.493	-1814.166	386.636	60.529
-316.302	-1813.422	386.628	60.378
-317.129	-1812.667	386.621	60.226
-317.974	-1811.896	386.614	60.075
-318.835	-1811.107	386.608	59.924
-319.713	-1810.296	386.599	59.775
-320.607	-1809.459	386.589	59.629
-321.515	-1808.593	386.578	59.485
-322.44	-1807.693	386.564	59.346
-323.383	-1806.755	386.548	59.211
-324.34	-1805.783	386.529	59.08
-325.313	-1804.776	386.509	58.954
-326.301	-1803.735	386.489	58.831
-327.305	-1802.661	386.465	58.711
-328.324	-1801.556	386.438	58.594
-329.36	-1800.426	386.416	58.479
-330.415	-1799.269	386.402	58.365
-331.489	-1798.088	386.397	58.25
-332.588	-1796.883	386.401	58.134
-333.71	-1795.657	386.417	58.015
-334.861	-1794.409	386.443	57.893
-336.041	-1793.135	386.479	57.765
-337.255	-1791.832	386.522	57.632
-338.506	-1790.493	386.57	57.493
-339.797	-1789.114	386.627	57.35
-341.136	-1787.695	386.688	57.203
-342.525	-1786.225	386.736	57.054
-343.965	-1784.708	386.772	56.902
-345.454	-1783.145	386.796	56.75
-346.987	-1781.54	386.806	56.597
-348.56	-1779.895	386.802	56.446
-350.164	-1778.217	386.784	56.296
-351.797	-1776.508	386.754	56.149
-353.452	-1774.779	386.712	56.006
-355.118	-1773.041	386.659	55.869
-356.788	-1771.303	386.594	55.736
-358.443	-1769.575	386.527	55.605
-360.072	-1767.869	386.466	55.479
-361.67	-1766.188	386.41	55.357
-363.228	-1764.537	386.355	55.238
-364.742	-1762.925	386.307	55.124
-366.212	-1761.353	386.261	55.014
-367.634	-1759.827	386.222	54.91
-369.004	-1758.356	386.189	54.81
-370.321	-1756.94	386.162	54.715
-371.586	-1755.582	386.141	54.623
-372.798	-1754.282	386.124	54.536
-373.961	-1753.041	386.108	54.452
-375.078	-1751.859	386.092	54.372
-376.148	-1750.738	386.075	54.296
-377.175	-1749.68	386.057	54.223
-378.16	-1748.682	386.037	54.152
-379.103	-1747.744	386.016	54.081
-380.008	-1746.86	385.993	54.011
-380.878	-1746.026	385.965	53.941
-381.715	-1745.239	385.938	53.87
-382.519	-1744.493	385.911	53.8
-383.295	-1743.783	385.884	53.73
-384.049	-1743.101	385.854	53.66
-384.781	-1742.445	385.823	53.59
-385.492	-1741.809	385.795	53.521
-386.188	-1741.181	385.768	53.452
-386.87	-1740.558	385.746	53.385
-387.543	-1739.932	385.729	53.321
-388.21	-1739.299	385.712	53.259
-388.874	-1738.656	385.699	53.199
-389.538	-1737.998	385.685	53.142
-390.208	-1737.321	385.672	53.089
-390.885	-1736.625	385.662	53.036
-391.569	-1735.911	385.653	52.986
-392.27	-1735.172	385.644	52.938
-393.028	-1734.381	385.616	52.897
-393.838	-1733.543	385.575	52.861
-394.696	-1732.665	385.522	52.827
-395.601	-1731.752	385.455	52.795
-396.552	-1730.809	385.379	52.764
-397.543	-1729.834	385.298	52.731
-398.571	-1728.834	385.212	52.693
-399.637	-1727.808	385.117	52.653
-400.739	-1726.759	385.013	52.608
-401.877	-1725.691	384.909	52.56
-403.047	-1724.607	384.806	52.507
-404.168	-1723.564	384.735	52.437
-405.253	-1722.551	384.688	52.353
-406.315	-1721.561	384.666	52.258
-407.358	-1720.586	384.668	52.153
-408.386	-1719.621	384.692	52.038
-409.412	-1718.663	384.731	51.919
-410.451	-1717.696	384.776	51.798
-411.495	-1716.729	384.84	51.673
-412.554	-1715.751	384.922	51.546
-413.629	-1714.748	385.009	51.415
-414.726	-1713.716	385.101	51.281
-415.895	-1712.627	385.184	51.154
-417.126	-1711.486	385.266	51.032
-418.425	-1710.272	385.316	50.913
-419.796	-1708.983	385.334	50.796
-421.231	-1707.628	385.322	50.682
-422.714	-1706.216	385.29	50.567
-424.231	-1704.77	385.254	50.453
-425.783	-1703.281	385.197	50.339
-427.362	-1701.759	385.119	50.225
-428.963	-1700.218	385.025	50.113
-430.577	-1698.667	384.915	50.002
-432.181	-1697.118	384.795	49.888
-433.783	-1695.573	384.656	49.775
-435.35	-1694.076	384.542	49.661
-436.865	-1692.646	384.458	49.546
-438.334	-1691.275	384.398	49.432
-439.771	-1689.955	384.354	49.319
-441.178	-1688.677	384.316	49.207
-442.554	-1687.445	384.289	49.095
-443.898	-1686.26	384.279	48.985
-445.212	-1685.116	384.283	48.876
-446.497	-1684.011	384.304	48.768
-447.765	-1682.932	384.334	48.665
-449.013	-1681.876	384.378	48.564
-450.258	-1680.822	384.421	48.466
-451.508	-1679.755	384.456	48.371
-452.764	-1678.676	384.486	48.28
-454.022	-1677.583	384.513	48.192
-455.286	-1676.476	384.539	48.107
-456.557	-1675.354	384.566	48.025
-457.841	-1674.211	384.589	47.945
-459.143	-1673.045	384.61	47.866
-460.471	-1671.851	384.626	47.789
-461.827	-1670.631	384.64	47.711
-463.218	-1669.38	384.646	47.631
-464.648	-1668.095	384.648	47.551
-466.12	-1666.778	384.647	47.471
-467.637	-1665.427	384.639	47.39
